Date,Message,Image Link,Likes,Comments,Shares,Link Clicks,Engagements,Reach,Organic Reach,Impressions
2023-04-27,"🤔 What do today's non-alcoholic cocktails look like?
🤔 Is there a bright future for non-alcoholic cocktails?
🤔 Can a non-alcoholic cocktail become a modern classic?

Find out with VinePair!✨

Their recent podcast covers NA cocktails and discusses their presence in Tales of the Cocktail programming + events!🔮 Listen to the full VinePair Podcast episode or read on it here: https://bit.ly/3MTuLWj

#totc2023 #totc #totcf",https://external-fra5-1.xx.fbcdn.net/emg1/v/t13/11813006787740323363?url=https%3A%2F%2Fvinepair.com%2Fwp-content%2Fuploads%2F2023%2F03%2Fvppod-can-an-na-cocktail-make-it-big-social.jpg&fb_obo=1&utld=vinepair.com&ccb=13-1&stp=dst-emg0_fr_q75&ur=50234c&_nc_sid=64c8fc&oh=06_Q399LSDYBJJjw_8PSgikXeMVIhZmsRZCrLbri0KXK5BLuK4&oe=66F28AC0,0,0,0,5,0,778,1003,1060
2023-04-28,"Take a sip of this and let it transport you to a sandy paradise! 🏝️ Enjoy 👣 Leave Only Footprints 👣 from Highball Cocktail Bar (IG: @highballphx!) ⬇️

👣 Vodka
🍓 Strawberry Syrup
👣 Fresh Lime
🥥 Coconut Creme with Sweetened Condensed Milk and Thai Coconut Milk
👣 Caribbean Liqueur
🍍 Pineapple Juice
👣 Alpine Liqueur
🍊 Orange Juice
👣 Touch of Cinnamon Syrup

TOTCF aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels here: https://forms.gle/PjDunJWdgnEt7QnS9

#totcf",https://scontent-fra5-1.xx.fbcdn.net/v/t39.30808-6/344239343_1232497974298628_7635503719170763125_n.jpg?stp=dst-jpg_p720x720&_nc_cat=110&ccb=1-7&_nc_sid=127cfc&_nc_ohc=y7yidJrS8fgQ7kNvgH-tuMO&_nc_ht=scontent-fra5-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AI__dgZBalaFAdCOgi_kh84&oh=00_AYArnhli5j0evL8XdLJgLwDsCs2XSkXDXLmIQm0oRXnY6g&oe=66F6618E,6,0,1,0,7,1275,1537,1634
2023-04-29,"Ahoy! Ready to set sail on the bartending adventure of a lifetime?⛵️ 🗺

The Hendrick's Expedition Cocktail is a one-of-a-kind workshop that sets itself apart from any other cocktail academy. Embark with Hendrick's Gin on a unique and innovative educational experience, where participants' progressive journeys could lead them to the Gin Palace + London Cocktail Week!🎉

Learn more about Hendrick's Expedition Cocktail and how to get involved here: https://bit.ly/413gytH

#HendricksExpeditionCocktail #Hendricks2023",https://scontent-fra3-1.xx.fbcdn.net/v/t39.30808-6/344253260_1601247183621463_7695406594703138701_n.jpg?stp=dst-jpg_p720x720&_nc_cat=105&ccb=1-7&_nc_sid=127cfc&_nc_ohc=WXZCAAJvc44Q7kNvgGsecOn&_nc_ht=scontent-fra3-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AI__dgZBalaFAdCOgi_kh84&oh=00_AYDDpc7eY9vEFZ7BIwPB01frutuxJg47sj1OIbCZCSt3GQ&oe=66F65B8D,12,0,1,83,12,3412,4505,4970
2023-04-30,"Flying high with this gin-credible 🦋 Butterfly Pea 🦋 recipe from Hoppers Garden Bar (IG: @hoppersgardenbar!)⬇️

🦋 Glowing Ink Gin
🦋 Thyme
🦋 Yuzu Tonic
🍋 Lemon

TOTCF aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels here: https://forms.gle/PjDunJWdgnEt7QnS9

#totcf",https://scontent-fra5-1.xx.fbcdn.net/v/t39.30808-6/344222715_610356010969206_1009490203747756247_n.jpg?stp=dst-jpg_p720x720&_nc_cat=110&ccb=1-7&_nc_sid=127cfc&_nc_ohc=gGIjZMcpETcQ7kNvgG7YwSz&_nc_ht=scontent-fra5-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AI__dgZBalaFAdCOgi_kh84&oh=00_AYC08DkmaqgfQhrg7AK9uqtghPnuYJOdbm05A6Dolyw-Sg&oe=66F682B3,42,2,9,5,45,4754,5574,5615
2023-05-03,"🎙Now Playing — Cocktails and Spirits podcast co-host, Alfonso Esquivias, sat down with our CEO, Eileen Wayner, to discuss:

🍹 What TOTCF represents,
🔮 What attendees can expect from #totc2023
✨ The importance of our Beyond the Bar initiatives, CAP and much more!

Listen to their full discussion here: ",https://external-fra5-1.xx.fbcdn.net/emg1/v/t13/8999322453666977697?url=https%3A%2F%2Fis4-ssl.mzstatic.com%2Fimage%2Fthumb%2FPodcasts122%2Fv4%2F3b%2F98%2F52%2F3b9852ca-b236-f2cb-7fe7-2b61a96dfb71%2Fmza_395555940505776045.jpeg%2F1200x630wp.png&fb_obo=1&utld=mzstatic.com&ccb=13-1&stp=dst-emg0_fr_q75&ur=50234c&_nc_sid=64c8fc&oh=06_Q399NrTvdD1-iQMwvbw0nVtxEoUE2ua9Dv5sOXagC4K3gCc&oe=66F273E1,3,0,0,2,3,760,982,1023
2023-05-04,"This is the way — Because it's #StarWarsDay!🎉 Feel the force flow through you with the ✨Blue Milk of Tatooine✨ from Matthias Soberon (IG: @servedbysoberon), and original recipe from Karen Grill (@kaygrill)! ⬇️

🛸 60ml/2oz Dry Gin
✨ 15ml/0.5oz Blue Curacao
🛸 30ml/1oz Cream of Coconut
✨ 22,5ml/0.75oz Lime Juice
🛸 22,5ml/0.75oz Pineapple Juice
✨ 7,5ml/0.25oz Vanilla Syrup
🛸 7,5ml/0.25oz Orgeat

TOTCF aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels here: https://forms.gle/PjDunJWdgnEt7QnS9

#MayTheFourthBeWithYou #TOTCF",https://scontent-fra3-1.xx.fbcdn.net/v/t39.30808-6/345056709_948148733038544_6344460092920864746_n.jpg?stp=dst-jpg_p720x720&_nc_cat=103&ccb=1-7&_nc_sid=127cfc&_nc_ohc=FsHyrm7k-AAQ7kNvgGEoxSv&_nc_ht=scontent-fra3-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AI__dgZBalaFAdCOgi_kh84&oh=00_AYBuDt2hoSRF5vZpG74gM3FnK32USUGOjJ0S6AlrHv6bEw&oe=66F664B4,25,2,11,3,30,4025,4935,5139
2023-05-05,"🌶 Spice up your #CincoDeMayo by enjoying this 🥭 Mango-Rita 🥭 with jalapeno infused tequila🌶 from Shelby Mastro (IG: @shelby.mastro)! ⬇️

🥭 Mango Mix (@theperfectpureemango thinned with @nataliesojmango orange juice)
🌶 House Sour (lemon, lime, agave)
🌶 GP Jalapeño Infused Tequila 
🥭 Garnish: dried spicy mangoes and lava salt fire rim Saltopia Salts 

TOTCF aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels here: https://forms.gle/PjDunJWdgnEt7QnS9

#totcf",https://scontent-fra5-2.xx.fbcdn.net/v/t39.30808-6/345044423_2006057769749076_4506424425633222085_n.jpg?stp=dst-jpg_s720x720&_nc_cat=107&ccb=1-7&_nc_sid=127cfc&_nc_ohc=fHilfgMVX9sQ7kNvgEiwNB5&_nc_ht=scontent-fra5-2.xx&edm=AKIiGfEEAAAA&_nc_gid=AI__dgZBalaFAdCOgi_kh84&oh=00_AYARvGY7RQGRhgKX4GGZ5p1LgwZ4uxXbbuVRG9gOTfmNmw&oe=66F67E48,16,1,6,4,17,2437,3023,3115
2023-05-06,"Celebrate #AAPIHeritageMonth with Alexandra Belton, a F&B Consultant and 2023 CAP White Coat!🎉

She recently sat down with us to share her personal experiences as a child of Korean immigrants growing up in America and the struggles of navigating her identity as a woman of color. Her interview highlights the complexities of the Asian American experience and reminds us all of the importance of remembering and sharing our stories, the stories of our ancestors, and the lessons that come with them.✨

Read Alexandra's piece, “We Must Sleep Before We Can Dream,"" here: https://bit.ly/3B59925

#totcf #totc2023heritagemonthseries

Cocktail photo by Natasha Moustache",https://scontent-fra5-1.xx.fbcdn.net/v/t39.30808-6/345126022_1350253899039644_3194120730359635894_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=127cfc&_nc_ohc=a6Zu0NWU1-sQ7kNvgFcPQNg&_nc_ht=scontent-fra5-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AI__dgZBalaFAdCOgi_kh84&oh=00_AYCBQAYwEBS56ywUDqWmwDH502vvZ5GTTLpHS0FljsQS3g&oe=66F6509D,4,0,0,0,4,950,1249,1317
2023-05-07,"You'll feel like you're cruising down Ocean Drive with this 🌴Miami Vice Milk Punch🌴 recipe from Darren Miley (IG: admiral_miley) and Barney Toy (IG: @barneytoy) at Clipper NZ! ⬇️

🌴 Rum
🌴 Vodka
🌴 Strawberry
🌴 Acid
🌴 Pineapple
🌴 Coconut
🌴 Strawberry Whey

📸: Philip Spector (IG: @phil.spector)

TOTCF aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels here: https://forms.gle/PjDunJWdgnEt7QnS9

#totcf",https://scontent-fra3-1.xx.fbcdn.net/v/t39.30808-6/345064233_1241229743201247_62389585004321139_n.jpg?stp=dst-jpg_s720x720&_nc_cat=103&ccb=1-7&_nc_sid=127cfc&_nc_ohc=Q_0DLZlaV5QQ7kNvgEMUkvt&_nc_ht=scontent-fra3-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AI__dgZBalaFAdCOgi_kh84&oh=00_AYCy8QOZe_dRSmwRm5ClXLETzDI0lrKaQ276zFKU2MxKog&oe=66F66676,40,16,3,20,48,6500,7087,7113
2023-05-08,"Thank you again to The SG Club, the team at ATLAS Singapore, the Singapore tourism board, our sponsors, and the Singapore bar community for your warm welcome, support, and making last night’s ground breaking event a massive success!
#SingaporexTales
#totc2023 
#totc 
#totcf",https://scontent-fra3-1.xx.fbcdn.net/v/t39.30808-6/345290429_166819359377202_6284670888820354182_n.jpg?stp=dst-jpg_p720x720&_nc_cat=105&ccb=1-7&_nc_sid=127cfc&_nc_ohc=x_YRZoHACZgQ7kNvgG-_phH&_nc_ht=scontent-fra3-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AI__dgZBalaFAdCOgi_kh84&oh=00_AYAoqmGhuDUsxV0pZtkNVoFbK2fl-FbTkryqZGHBi95AlQ&oe=66F6526F,19,0,0,0,23,4299,4902,5121
2023-05-08,"👋 Say hello to the Red Coat CAP Class of 2023!❤️🎓

Today, Tales of the Cocktail Foundation welcomes the newest members to the Cocktail Apprentice Program - the #CAP2023 Red Coats! Our behind-the-scenes team, Red Coats, will be paired with a Grey Coat mentor to learn the ropes and make celebrating Tales of the Cocktail’s 21st anniversary, happening July 23-28 in New Orleans, possible.

See the entire #CAP2023 class roster and learn more about our apprentice program here: https://bit.ly/3NP9ca8

#totc2023 #totc #TalesoftheCocktail2023 #totcf #CAP2023 #CAPRedCoat2023",https://scontent-fra5-2.xx.fbcdn.net/v/t39.30808-6/345611676_1333454430588895_1485855487129538298_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=127cfc&_nc_ohc=dkUXyiBH27oQ7kNvgGPVKpR&_nc_ht=scontent-fra5-2.xx&edm=AKIiGfEEAAAA&_nc_gid=AI__dgZBalaFAdCOgi_kh84&oh=00_AYCtV_aGFwOLqxTIT4LwwRf-3-447QyoXP2mcT4d4yZs0A&oe=66F67E38,6,0,4,9,10,2511,4251,5234
2023-05-10,"Take your taste buds on a trip to Buenos Aires with the ✈️Clarito Martini✈️ from PEARL DIVER (IG: @pearldiver_nashville)! ⬇️

🍸 1.5 oz Fords Gin
🍸 1 oz Pearl Diver’s “Tahitian Dreamin’” French-Style Vermouth (recipe below)
🍋 Lemon Peel

🌇 Royal stir, chilled coupe, partial sugar rim and expressed lemon zest garnish

🍸 Pearl Diver’s Tahitian Dreamin’ Vermouth:
750 ml Dry Vermouth of Choice
Peels from 3 English Cucumbers
3 Slices of Fresh Ginger
1/3 cup of Spearmint
1/4 cup Thai Lime Leaf

Sous vide at 150 degrees for 1.5 hours. Allow to cool, fine strain, then bottle.

TOTCF aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels here: https://forms.gle/PjDunJWdgnEt7QnS9

#totcf",https://scontent-fra5-1.xx.fbcdn.net/v/t39.30808-6/346093127_1130790001647572_9134051357144097716_n.jpg?stp=dst-jpg_p720x720&_nc_cat=110&ccb=1-7&_nc_sid=127cfc&_nc_ohc=bfd0JYAWsT8Q7kNvgGSLRgD&_nc_ht=scontent-fra5-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AI__dgZBalaFAdCOgi_kh84&oh=00_AYDC5Z7VDaVEAxC3Ed70z8SFo93AQyhXZa4qH3aUrGS9HA&oe=66F651BD,14,0,0,0,15,1493,1872,1959
2023-05-13,"Drinking a 🌿 Menta Beso 💋 from John Carlos Campos-Guzman (IG: @j_campos231) at The Bradford (IG: @thebradfordnj) on #WorldCocktailDay is mint to be! 😉 ⬇️

🌿 White Rum
🍉 Watermelon Purée
🌿 Mint
🍉 Lime

TOTCF aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels here: https://forms.gle/PjDunJWdgnEt7QnS9

#totcf",https://scontent-fra5-1.xx.fbcdn.net/v/t39.30808-6/346841851_751609540038133_3862741025466661100_n.jpg?stp=dst-jpg_p720x720&_nc_cat=100&ccb=1-7&_nc_sid=127cfc&_nc_ohc=bFEo9s0lDLcQ7kNvgEflG0c&_nc_ht=scontent-fra5-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AI__dgZBalaFAdCOgi_kh84&oh=00_AYBhrqZjxvsbfFJsgFg6orU0M61ayBIAJDa1MFGo0pNOgw&oe=66F6506C,18,1,4,0,20,2663,3334,3410
2023-05-14,"🎟 Twas' the night before Tales tickets,
🍷 And all through the bar,
👩‍🍳 The workers were stirring,
✨Ready to be cocktail stars!

Get those zzz's tonight,😴 because Tales of the Cocktail 2023 tickets are on sale tomorrow morning!🤩 Learn more about this year's global cocktail conference here: https://bit.ly/3LFYYVv

#totc2023 #totc #TalesoftheCocktail2023 #totcf",https://scontent-fra3-1.xx.fbcdn.net/v/t39.30808-6/346285646_6881176281899572_1074538607487854891_n.jpg?stp=dst-jpg_s1080x2048&_nc_cat=105&ccb=1-7&_nc_sid=127cfc&_nc_ohc=St81ppXB8zUQ7kNvgHvkVXs&_nc_ht=scontent-fra3-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AI__dgZBalaFAdCOgi_kh84&oh=00_AYAoKagAtkNmqODPeU-WpbgJcmgxjrhhMpRmLCzpW1Tvjg&oe=66F65A46,10,1,0,27,12,2009,2344,2491
2023-05-15,"🚨Tales of the Cocktail 2023 tickets are on sale now!🚨

Whether you're joining us for a day, an evening, or the whole week, the opportunity to buy your tickets to the world's leading cocktail conference is now!⏰

Learn about all the ways you can celebrate Tales' 21st among your fellow bartenders + distillers — Purchase your tickets for the July 23-28 conference here: https://bit.ly/3LFYYVv

#TalesoftheCocktail2023 #totc2023 #totc",https://scontent-fra5-2.xx.fbcdn.net/v/t39.30808-6/347402881_551362100492321_6344622313090582403_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=127cfc&_nc_ohc=0Gx2Tzx25-gQ7kNvgG44qpw&_nc_ht=scontent-fra5-2.xx&edm=AKIiGfEEAAAA&_nc_gid=AI__dgZBalaFAdCOgi_kh84&oh=00_AYDC7GnBr9n5Nxh3IY-ByLiVjD91Ch1WXr6WevBmQTZt7g&oe=66F659F2,9,0,8,118,10,3840,5376,6071
2023-05-16,"You'll be walking on sunshine after trying the ☀️ CC Rum Punch ☀️ recipe from Concourse Club (IG: @concourseclub)! ⬇️

☀️ Bacardi Rum
🍋 Lemon
☀️ Passionfruit
🍊 Orange Blossom

TOTCF aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels here: https://forms.gle/PjDunJWdgnEt7QnS9

#totcf",https://scontent-fra3-1.xx.fbcdn.net/v/t39.30808-6/347432445_605572141519349_790010549032308709_n.jpg?stp=dst-jpg_p720x720&_nc_cat=108&ccb=1-7&_nc_sid=127cfc&_nc_ohc=-Ga-SjOFcA8Q7kNvgE2SJuP&_nc_ht=scontent-fra3-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AI__dgZBalaFAdCOgi_kh84&oh=00_AYBRv2pXXWNka3jSukeFA2DaLKym-NcFaQs2L5sxE8QOEA&oe=66F68175,10,0,3,1,11,1923,2366,2536
2023-05-17,"2023 marks Tales 21st!🍹🎂 To celebrate, we’re shaking + stirring this conference up — Get ready to choose your own TOTC adventure because we're making education more flexible than ever before!✨  

Don't want to miss out on a chance to attend one of Tales of the Cocktail 2023's seminars? You're in luck! Entry to seminar rooms is now included with a TOTC2023 Day Pass or TOTC2023 Week Pass via seminar stand-by access. This means individual seminars are no longer available for purchase, and instead are attendable on a first-come, first-served basis. 

Learn more about the 🆕 Week Passes, including our Tasting Ticket Package + Beyond the Bar Ticket Package, here: https://bit.ly/3LFYYVv

#TalesoftheCocktail2023 #totc2023 #totc",https://scontent-fra3-1.xx.fbcdn.net/v/t39.30808-6/346988600_1618970478514865_715538772020465853_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=127cfc&_nc_ohc=yBn9BsdXCuwQ7kNvgG_5_Rq&_nc_ht=scontent-fra3-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AI__dgZBalaFAdCOgi_kh84&oh=00_AYCvi--okKXi8pSyHpqDnCq19GbVFJualoqLSian_NvE6g&oe=66F6814F,2,0,0,12,2,1103,1418,1508
2023-05-18,"Whaddya' say to visiting Tales for a day?🍹✨  Tales of the Cocktail Day Passes start at $45!

The standard TOTC2023 Day Pass now grants entry to seminar rooms via seminar stand-by access! In addition, 2️⃣ other day pass options are available, the Tasting Room Day Pass and the Bartender Day Pass!

Don't miss your opportunity to be part of the leading cocktail conference's 21st birthday! Learn more about our day pass options and purchase tickets here: https://bit.ly/3LFYYVv 

#TalesoftheCocktail2023 #totc2023 #totc",https://scontent-fra3-2.xx.fbcdn.net/v/t39.30808-6/347642042_899129667816096_5069090240769863428_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=127cfc&_nc_ohc=DpgDZsN6HEgQ7kNvgHlIl7Y&_nc_ht=scontent-fra3-2.xx&edm=AKIiGfEEAAAA&_nc_gid=AI__dgZBalaFAdCOgi_kh84&oh=00_AYBcG6TR_T3rCUtBA96sy622xt1-UZUOVGZX4954Cmts2Q&oe=66F67EF8,6,0,1,38,7,2411,3145,3915
2023-05-20,"Enjoy a classic with a modern twist in this 🥃 Harlem Manhattan 🥃 recipe from Harlem Standard (IG: @harlemstandard)!⬇️

🥃 2 oz. Harlem Standard American Straight Whiskey
🍷 1 oz. Sweet Vermouth
🍃 5 Drops of Angostura Bitters
🍒 1 Dark Maraschino Cherry
🍊 Orange Peel for Garnish

🥃 Combine the Harlem Standard American Straight Whiskey, sweet vermouth, and bitters in a cocktail shaker filled with ice. Stir gently. Place a cherry in the bottom of a chilled cocktail glass and strain the whiskey mixture over the cherry. Garnish with a dried orange peel.

TOTCF aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels here: https://forms.gle/PjDunJWdgnEt7QnS9

#totcf",https://scontent-fra5-1.xx.fbcdn.net/v/t39.30808-6/348503990_261718326426461_2239615493181273427_n.jpg?stp=cp1_dst-jpg_p720x720&_nc_cat=102&ccb=1-7&_nc_sid=127cfc&_nc_ohc=OC0v4MA14PcQ7kNvgHf2U5-&_nc_ht=scontent-fra5-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AI__dgZBalaFAdCOgi_kh84&oh=00_AYApXGIzWjB0vUZRU4J-WV9ni9e7WaIiVeGdb2HkE6j8ww&oe=66F65FFE,9,1,0,0,11,1775,2135,2249
2023-05-21,"Enough is never enough with all of the Tales of the Cocktail 2023 events + opportunities!🤩✨

A variety of add-on event tickets are on sale now:

➕ Meet the Distillers
➕ Pig and Punch Day of Service
➕ Tasting Seminars
➕ New Orleans Cocktail Tours
➕ 12th Annual Pig and Punch Closing Party
➕ Catalyst Luncheon

Learn more about each of our add-on events and purchase your tickets for them here: https://bit.ly/3LFYYVv

#TalesoftheCocktail2023 #totc2023 #totc",https://scontent-fra5-1.xx.fbcdn.net/v/t39.30808-6/347828637_791662202436906_2001264887412205351_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=127cfc&_nc_ohc=IK-2P0cEhE8Q7kNvgGyi9Fa&_nc_ht=scontent-fra5-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AI__dgZBalaFAdCOgi_kh84&oh=00_AYA_4T1gB8yRmcS3IDGID0utlwH6aD2XJyHpXKDLG3UR5g&oe=66F666B3,5,0,0,18,5,1673,2063,2146
2023-05-21,"It's so nice to see familiar faces👋 — Welcome the Grey Coat Cocktail Apprentice Program Class of 2023!🎓

Now graduated Red Coats, #CAP2023 Grey Coats are our behind-the-scenes TOTC leaders! While providing mentorship to the incoming Red Coat Class, the Grey Coat Class will be responsible for running slated seminars at #TalesoftheCocktail, and will play an integral role in the success of all of this year's educational programming taking place July 23-28 in New Orleans.🍹🎉

See the entire Grey Coat class roster and learn more about our apprentice program here: https://bit.ly/3BIoztG

#totc2023 #totc #TalesoftheCocktail2023 #totcf #CAPGreyCoat2023",https://scontent-fra5-2.xx.fbcdn.net/v/t39.30808-6/347828582_1399888170554245_4663144767267960782_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=127cfc&_nc_ohc=7W-Tz_NwCVoQ7kNvgH5EmWq&_nc_ht=scontent-fra5-2.xx&edm=AKIiGfEEAAAA&_nc_gid=AI__dgZBalaFAdCOgi_kh84&oh=00_AYAVr8RdcQXpRps1wErpKxhJr_m36xSMGyK7EJZxGXXrHA&oe=66F6809E,7,0,0,1,7,2875,3294,3647
2023-05-22,"It's so nice to see familiar faces👋 — Welcome the Grey Coat Cocktail Apprentice Program Class of 2023!🎓

Now graduated Red Coats, #CAP2023 Grey Coats are our behind-the-scenes TOTC leaders! While providing mentorship to the incoming Red Coat Class, the Grey Coat Class will be responsible for running slated seminars at #TalesoftheCocktail, and will play an integral role in the success of all of this year's educational programming taking place July 23-28 in New Orleans.🍹🎉

See the entire Grey Coat class roster and learn more about our apprentice program at the link in bio!🔗

#totc2023 #totc #TalesoftheCocktail2023 #totcf #CAPGreyCoat2023",https://scontent-fra5-2.xx.fbcdn.net/v/t39.30808-6/348319210_260823299801906_4224103984400174046_n.jpg?stp=dst-jpg_s720x720&_nc_cat=106&ccb=1-7&_nc_sid=127cfc&_nc_ohc=A9x34xBwIk8Q7kNvgF16S0m&_nc_ht=scontent-fra5-2.xx&edm=AKIiGfEEAAAA&_nc_gid=AI__dgZBalaFAdCOgi_kh84&oh=00_AYCPz6Nho6Ba9z7HrRNZFNK77BFsaJ8Z3lW8FGUFcpcheg&oe=66F66099,4,1,0,0,7,2270,2741,3478
2023-05-22,"With a perfect balance of sweet and sour, celebrate 🍹 #NationalPalomaDay 🍹 with this recipe from Alexandra Purcaru (IG: @idohaveasister) at Selva Oaxaca Cocktail Bar! ⬇️

🍹 Altos Tequila
🍹 Grapefruit Kombucha
🍹 Lime
🍹 Lemon Lime Salt

📸:Víctor Ramírez López (IG: @victorfotomx)

TOTCF aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels here: https://forms.gle/PjDunJWdgnEt7QnS9

#totcf #PalomaDay",https://scontent-fra5-1.xx.fbcdn.net/v/t39.30808-6/348640620_256233120285221_5810896269702752132_n.jpg?stp=dst-jpg_p720x720&_nc_cat=100&ccb=1-7&_nc_sid=127cfc&_nc_ohc=WYURtEtUFT0Q7kNvgF_KMtk&_nc_ht=scontent-fra5-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AI__dgZBalaFAdCOgi_kh84&oh=00_AYDk7-2X66YQSE6FMquh_zMjOenVyi2641TH4hEzHoaMBQ&oe=66F658B1,7,0,1,0,8,2167,2514,2613
2023-05-23,"Checking-in to TOTC 2023? Check-out Royal Sonesta Hotel New Orleans, one of the finest Bourbon Street New Orleans hotels.✨

The heart & soul of Tales of the Cocktail is New Orleans, and the heart & soul of New Orleans is the French Quarter!💜 From Cajun & Creole to fresh seafood, Royal Sonesta New Orleans offers the best of the Big Easy all under one roof, all while being just blocks away from the largest cocktail conference in the world!🌎🍹

Book your stay at the Royal Sonesta New Orleans today: https://bit.ly/3nPx9mD

#TalesoftheCocktail2023 #totc2023 #totc #totcf",https://scontent-fra5-2.xx.fbcdn.net/v/t39.30808-6/348906982_2411403815725282_3148346308534301904_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=127cfc&_nc_ohc=3q_F0kWjYo4Q7kNvgGx12Ri&_nc_ht=scontent-fra5-2.xx&edm=AKIiGfEEAAAA&_nc_gid=AYorFXMorZArj_DMyZibb1x&oh=00_AYA15CJjIQjpuxlJTjUfmOpHunFMiY-j1p_7YIznd7JGgQ&oe=66F68060,1,0,0,1,1,492,794,853
2023-05-24,"Transport yourself to Italian shores with this ❤️ Sicilian Seduction ❤️ recipe from Danny Garcia (IG: @dannyboygarcia) at Lady Jane (IG: @ladyjanedenver)! 🌊 ⬇️

❤️ .75 oz Madre “Espadin” Mezcal
❤️ .75 oz Cimarron Blanco Tequila
❤️ .5 oz Salers
🍋 .75 oz Lemon Juice
🍊 1 oz Blood Orange Syrup
🌶️ 2 Dashes of Habanero Tincture
❤️ Shake and fine strain over Hoshizaki ice in GOBLET
❤️ Garnish: Blood Orange Wheel skewered with Cherry & Mint Bouquet

TOTCF aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels here: https://forms.gle/PjDunJWdgnEt7QnS9

#totcf",https://scontent-fra3-2.xx.fbcdn.net/v/t39.30808-6/349103921_1298490787716501_3432353013803970899_n.jpg?stp=dst-jpg_p720x720&_nc_cat=104&ccb=1-7&_nc_sid=127cfc&_nc_ohc=upXfDTRPJVYQ7kNvgF3XRDg&_nc_ht=scontent-fra3-2.xx&edm=AKIiGfEEAAAA&_nc_gid=AYorFXMorZArj_DMyZibb1x&oh=00_AYBHTYxNrOaHH9-pTVTf3PMtpT3L9ff1RwndLAQ2JCXGFg&oe=66F66244,10,1,0,1,11,2210,2616,2683
2023-05-25,"We are proud to announce Libbey Pro as our Official Glassware of Tales of the Cocktail 2023!

Libbey glassware can be spotted during the full week of events at multiple activation bars, our Spirited Awards dinner and their very own activation on July 27th! Follow Libbey Pro for more information and be sure to take a peek under your glass for the Libbey ""L"" throughout the week!👀🍹 

#formakersbymakers #bartenderlife",https://scontent-fra3-1.xx.fbcdn.net/v/t15.5256-10/339109450_768249431762015_110172734858692418_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=7965db&_nc_ohc=asOk25ya0-EQ7kNvgErvv5O&_nc_ht=scontent-fra3-1.xx&edm=AKIiGfEEAAAA&_nc_gid=AYorFXMorZArj_DMyZibb1x&oh=00_AYDoh7W9MU-xbWugbJETjYAqezHnu6LAwtSf7DiKbNBZgA&oe=66F65462,2,0,1,0,3,556,1105,1234
