Date,Message,Image Link,Likes,Comments,Shares,Link Clicks,Engagement,Reach,Organic Reach,Impressions
2023-01-03,"Mark your calendars.🗓 Tales of the Cocktail 2023 has its official date + theme!🥂⁠
⁠
Join us July 23 - 28 in New Orleans, where our 2023 theme, ""Vitalize,"" will encapsulate the hospitality community’s vibrancy and adaptability. Together, we'll explore what vitalization means in our work, in our experiences and in our drinks community as a whole through innovative, inclusive and stimulating⁠
educational programming!⁠
⁠
We're on a mission to educate the bartender as a whole through Business, Culture, and Beyond the Bar content, all relevant & applicable to our global community. Learn more about this year's conference at the link in bio!🔗⁠
⁠
#totc2023 #totc #TalesoftheCocktail2023 #totcf",https://scontent-fra5-1.cdninstagram.com/v/t51.2885-15/323806601_691526549092491_4555812105369057304_n.jpg?ccb=1-7&_nc_sid=18de74&_nc_ohc=rWBhuiAr678Q7kNvgEBi6U_&_nc_ht=scontent-fra5-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AYAElDiDop_f7EXMmzIL5b49jejXjdmqIj5ld7dll22sAQ&oe=66F920E4,339,74,,,543,15260,,17215
2023-01-03,"Mark your calendars.🗓 Tales of the Cocktail 2023 has its official date + theme!🥂⁠
⁠
Join us July 23 - 28 in New Orleans, where our 2023 theme, ""Vitalize,"" will encapsulate the hospitality community’s vibrancy and adaptability. Together, we'll explore what vitalization means in our work, in our experiences and in our drinks community as a whole through innovative, inclusive and stimulating⁠
educational programming!⁠
⁠
We're on a mission to educate the bartender as a whole through Business, Culture, and Beyond the Bar content, all relevant & applicable to our global community. Learn more about this year's conference at the link in bio!🔗⁠
⁠
#totc2023 #totc #TalesoftheCocktail2023 #totcf",https://scontent-fra5-1.cdninstagram.com/v/t51.2885-15/323842538_546936123990957_3973326797155927749_n.jpg?ccb=1-7&_nc_sid=18de74&_nc_ohc=_Iez8sPBKXcQ7kNvgHaMm8y&_nc_ht=scontent-fra5-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AYDc9q_QDtHoB4uJwBvi3t-WdrfYAqTYjyqbDcquYtxmPg&oe=66F9114A,137,0,,,139,9864,,11187
2023-01-04,"#totc2023 is about educating the global drinks community. But at TOTCF, we're also acting as a catalyst to advance + support all of the communities we touch. Join us in this mission through the 2023 philanthropy and development grant program!✨⁠
⁠
The 2023 grant process is focused on bartender welfare & well-being. We're now accepting submissions for projects that improve the lives of bartenders and hospitality workers in the areas of equity, advocacy, healthcare, mental health, education, workplace safety, and more!⁠
⁠
 The grant portal will close on February 3, 2023. Submit your proposal at the link in bio (if Instagram smiles upon you) or visit talesofthecocktail.org!🔗⁠
⁠
#totcf⁠
⁠
@Cointreau_US | @EdringtonAmericas | @bulleit",https://scontent-fra5-2.cdninstagram.com/v/t51.2885-15/323806617_678747430656104_8672321206267890209_n.jpg?ccb=1-7&_nc_sid=18de74&_nc_ohc=gSNOUQgey60Q7kNvgHmJhsf&_nc_ht=scontent-fra5-2.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AYBwFatuMm2xTdMwCfooCEk9vhe2142NXCQs5-pRrXStyg&oe=66F90F81,98,1,,,116,7593,,8098
2023-01-05,"We're selecting bartenders from around the globe to be a part of the new class of Cocktail Apprentices — Are you ready to be a 2023 CAP Red Coat❓🎓⁠
⁠
Our Red Coats receive world-class education & mentorship by working alongside some of the best in the drinks industry during Tales of the Cocktail 2023. Be a part of the 15th anniversary CAP class and apply at the link in bio (if Instagram smiles upon you) or visit talesofthecocktail.org!!🔗⁠
⁠
#CAPRedCoat2023  #CAP2023 #TalesoftheCocktail2023 #totc2023 #totcf⁠
⁠
@cocktailapprentice | @tkallies | @crisdehlavi | @slayy_her | @girlnamedju | @alexbsmith1 | @courvoisierusa | @campariusa | @crownroyal | @josecuervotequila | @sazerachouse",https://scontent-fra3-1.cdninstagram.com/v/t51.2885-15/324387170_833623567928548_3440477678714610896_n.jpg?ccb=1-7&_nc_sid=18de74&_nc_ohc=fIE4PXlDhgcQ7kNvgFeGppl&_nc_ht=scontent-fra3-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AYBbxgUK_UvszXwvH7PbvC2NEIPsqBI5EbIaCogxI1uI4w&oe=66F939AB,918,28,,,1321,46530,,50736
2023-01-06,"Checking in to Tales of the Cocktail 2023?🧳 Book your stay at The Ritz-Carlton, New Orleans!✨⁠
⁠
Event attendees are invited to secure their luxury hotel suites early, as the last day to book is Monday, June 26, 2023 (pending availability). Find yourself only floors above the July 23 - 28 global cocktail conference by booking your stay at the link in bio (if Instagram smiles upon you) or visit talesofthecocktail.org!!🔗⁠
⁠
#totc2023 #totc #TalesoftheCocktail2023 #totcf #ritzcarltonneworleans⁠
⁠
@ritzcarltonneworleans",https://scontent-fra5-1.cdninstagram.com/o1/v/t16/f2/m69/AQOtsa5oED0F1HoroL-d8IYDOMi0VAJ4dpmszgV9TLhjhjokKn9H0VwSMT7s4B7zamkIHMyg-NVIRY26a8Lfqp4v?_nc_ht=scontent-fra5-1.cdninstagram.com&vs=871665634080691_3914872561&_nc_vs=HBkcFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HQzV4X3hKQmgyMWFRSVVBQUtGcGgzcG9sUUo3YmtZTEFBQUYVAALIAQAoABgAGwGIB3VzZV9vaWwBMRUAACas9d6xtsTkPxUCKAJDMywXQCAAAAAAAAAYEmRhc2hfYmFzZWxpbmVfMV92MREAdeoHAA%3D%3D&ccb=9-4&oh=00_AYBAax05yCzbGDRyaOtLGCZXtRbm9qj0WJO4lDfir1Pinw&oe=66F518EF&_nc_sid=1d576d,2252,24,,,2994,53261,,58273
2023-01-07,"💃.We love to see our Rum Shakers making waves in San Diego!🕺⁠
⁠
The Rum Shaker dance competition, presented by Bacardi (@lagranfamilia1862) and TOTCF, brought bartenders beach-side for this exciting event — Roll the sizzle reel! 🎥⁠
⁠
#RumShakersChallenge2023 @Bacardi",,346,5,,,378,13542,,14517
2023-01-08,"The holiday season may be over, but this festive, wintery cocktail is still guaranteed to make you melt!😍 Try the 🍫White Chocolate Oolong 🍫 from @silverleaf_bar in London! ⬇️⁠
⁠
🍫 Nikka Days Whisky⁠
🍫 Salted egg yolk⁠
🍫 Oolong⁠
🍫 White chocolate⁠
⁠
TOTCF aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels at the link in bio!🔗⁠
⁠
#totcf",https://scontent-fra5-1.cdninstagram.com/v/t51.2885-15/324392005_187732240577056_8489710488660884356_n.jpg?ccb=1-7&_nc_sid=18de74&_nc_ohc=ltkfbWR3rOIQ7kNvgFAkkyH&_nc_ht=scontent-fra5-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AYCIySPHEpUgH6-ioOvWHHLNAf6g8QVvbuwaa5EG9CcNZg&oe=66F92FFD,331,1,,,384,9613,,10067
2023-01-09,"There are countless complex issues that our drinks community members face everyday. Below are several previous stories we highlighted in order to educate on adversities faced based on race, sexuality, and gender, and to celebrate the progress made for these diverse communities to achieve equity & equality over the last 20 years in our industry ⬇️⁠
⁠
1️⃣ For #BlackHistoryMonth, Chanta Hunter (@the.cocktail.nymph) retold her story as a black female bartender and the moment she realized she wasn't A Bartender, but The Bartender.⁠
2️⃣ For #WomensHistoryMonth, Allison Parc (@allisonparc) of @brennewhisky retold her story as a woman whisky founder and reflects on the past, present and future of the industry by talking with other women on what 20 years of progress looks like to them.⁠
3️⃣ For #AAPIHeritageMonth, @therealdiedrich of Pacific Cocktail Haven (@pch_sf) and Kona Street Market Bar (@konasstreetmarketbar) talked about his self-discovery as a Filipino bartender who identifies as that and so much more.⁠
4️⃣ For #PrideMonth, @gregoiredrinks reflected on what 20 years of progress within the spirits industry has looked like to them and how Pride Month is a great time to meditate on the idea of where we've been, and where we're going.⁠
⁠
Follow the link in bio to our blog and explore each of their stories.🔗⁠
⁠
#totcf #totc2022heritagemonthseries",https://scontent-fra3-1.cdninstagram.com/v/t51.2885-15/324233681_165044379606377_718235522403953301_n.jpg?ccb=1-7&_nc_sid=18de74&_nc_ohc=LAIHqZjYXZcQ7kNvgHrJ7hc&_nc_ht=scontent-fra3-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AYDktaVj0nBgqP-DKcAs6unbgnKnpnHCAAqXoynT_CjODw&oe=66F9286E,112,5,,,152,6160,,7691
2023-01-11,"Why celebrate #HotToddyDay with just 1️⃣ Hot Toddy, when you could celebrate with the 🤜Fistful of Toddies🤛 from @glockson9 at @nellakitchenbar? Enjoy the recipe below ⬇️⁠
⁠
🤜 The Real McCoy 12-year Rum⁠
🤜 Tempus Fugit Crème de Cacao⁠
🤜 Lemon Juice⁠
🤜 Amaro Nonino⁠
🤜 Black Walnut Bitters⁠
🤜 Blackberry Elderflower Vegan Foam⁠
🤜 Dash of Seasonal Spices⁠
⁠
📸: @bri_bri_b⁠
⁠
TOTCF aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels at the link in bio!🔗⁠
⁠
#totcf",https://scontent-fra3-1.cdninstagram.com/v/t51.2885-15/324896812_691534272427139_5767137344563618080_n.jpg?ccb=1-7&_nc_sid=18de74&_nc_ohc=loYGt2sTywwQ7kNvgFkR3WU&_nc_ht=scontent-fra3-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AYChrwNd3YBOt1Qi0_V2Y_I-G1udKgBndnFqyWxkvZiJyg&oe=66F91F20,325,2,,,366,7646,,8210
2023-01-12,"💃.Are you just as blown away by the Chicago Rum Shakers as we are?🕺

The Rum Shaker dance competition, presented by Bacardi (@lagranfamilia1862) and TOTCF, came to Chicago! These bartenders and their dance skills stole a pizza our heart — Roll the sizzle reel! 🎥

#RumShakersChallenge2023 @bacardi",https://scontent-fra5-1.cdninstagram.com/o1/v/t16/f1/m82/64413F8DA5925C723E2A3ED0A8380992_video_dashinit.mp4?_nc_ht=scontent-fra5-1.cdninstagram.com&vs=548050137377550_1975223319&_nc_vs=HBksFQIYT2lnX3hwdl9yZWVsc19wZXJtYW5lbnRfcHJvZC82NDQxM0Y4REE1OTI1QzcyM0UyQTNFRDBBODM4MDk5Ml92aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVAhg6cGFzc3Rocm91Z2hfZXZlcnN0b3JlL0dKYVFYUlBpQS1vV09jSUFBUEM2RGl2TXVmOXdicV9FQUFBRhUCAsgBACgAGAAbAYgHdXNlX29pbAExFQAAJsL3xdDU9fc%2FFQIoAkMzLBdAVzCj1wo9cRgSZGFzaF9iYXNlbGluZV8xX3YxEQB1AAA%3D&ccb=9-4&oh=00_AYD3YZEQ2KcjAUQdOkHbh8DoF6sm265lWntkXzwVr-2Oag&oe=66F54A69&_nc_sid=1d576d,109,0,,,115,7230,,
2023-01-15,"We'd like to make this one our 'mane' squeeze! Try the 🦁Lion Heart🦁 from @greenroomomaha! ⬇️⁠
⁠
🦁 Mezcal⁠
🦁 Galliano Apéritif⁠
🦁 Papaya Juice⁠
🦁 Lemon⁠
⁠
📸: @ethe_d⁠
⁠
TOTCF aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels at the link in bio!🔗⁠
⁠
#totcf",https://scontent-fra3-1.cdninstagram.com/v/t51.2885-15/325888718_622949596267351_7788654004536495492_n.jpg?ccb=1-7&_nc_sid=18de74&_nc_ohc=w1fqmakeIZ4Q7kNvgGFdZUP&_nc_ht=scontent-fra3-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AYD_EqiBuQ2rDrOAmZqDx-vrEBmkxmGuiZA6HvLRNF4QjQ&oe=66F90AF5,376,4,,,424,10985,,11577
2023-01-17,"Diversity within our drinks community, whether it be unique traditions or customs, define the history and future of our industry. Below are several more stories we previously highlighted in order to educate on adversities faced because of race and culture, and to celebrate the progress made for these diverse communities to achieve equity & equality over the last 20 years in our industry ⬇️⁠
⁠
➡️ For #LatinHeritageMonth, @anthonymixology, Bar Manager at @doyarestaurant, reflected on interconnection of latin cultures, the nostalgia & tradition in his bar program, and what it means to him to be Latin American.⁠
➡️ For #NativeAmericanHeritageMonth, @chocktails, Co-founder of @doommersive and⁠ Indigenous Hospitality Activist, touched on the Indigenous contributions to the drink space and highlighted Indigenous people changing the landscape of our industry today.⁠
➡️ For #Juneteenth, @thedrinkingcoach recounts the history of the holiday, her childhood experiences on it, and speaks to the Red Drink being a solid symbol of liberation, happiness, and recognition of her ancestors.⁠
⁠
Explore each of their stories at the link in bio.🔗⁠
⁠
#totcf #totc2022heritagemonthseries",https://scontent-fra3-1.cdninstagram.com/v/t51.2885-15/326121269_481813500809205_5372881351694529888_n.jpg?ccb=1-7&_nc_sid=18de74&_nc_ohc=HM9JE4VY8fUQ7kNvgEM01Sg&_nc_ht=scontent-fra3-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AYBhtwSBIa49-WIoiFhiST8dvXWiEnOP-kaNNUOClJCu-Q&oe=66F924A0,63,0,,,102,4243,,5404
2023-01-18,"A delicious cocktail🍹 + An excellent literary reference📚 = 'Grapeness' achieved!🥇 Check out the 🍇Grapes of Wrath🍇 recipe from @cocktailsbyjesse & @cognacreverie! ⬇️⁠
⁠
🍇 Hennessy VS⁠
🍇 Orgeat⁠
🍇 Lemon⁠
🍇 Giffard Apricot⁠
🍇 Angostura⁠
⁠
TOTCF aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels at the link in bio!🔗⁠
⁠
#totcf",https://scontent-fra3-1.cdninstagram.com/v/t51.2885-15/325979143_661938845681716_4009264479330678100_n.jpg?ccb=1-7&_nc_sid=18de74&_nc_ohc=eI6i66GyDZoQ7kNvgEmXTz1&_nc_ht=scontent-fra3-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AYCk2VzeTOi7ULGQXaHfzwkV67rD84HM0v7Jhe4LUvyrGA&oe=66F93F0E,332,2,,,394,9542,,10161
2023-01-25,"Happy #IrishCoffeeDay!☕️ We're celebrating with the the Lords of the Beans themselves, @bushmillsusa & @deadrabbitnyc! Check out the photo + recipe from their #TOTC2022 event — ""The Dead Rabbit Comes to Nola!"" ⬇️⁠
⁠
☕️ Bushmills Original⁠
☕️ Demerara ⁠
☕️ Aromatic Coffee ⁠
☕️ Freshly Whipped Cream⁠
⁠
📸: @btarnowski⁠
⁠
TOTCF aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels at the link in bio!🔗⁠
⁠
#totcf",https://scontent-fra5-1.cdninstagram.com/v/t51.2885-15/327311091_156797010451955_424070156842209788_n.jpg?ccb=1-7&_nc_sid=18de74&_nc_ohc=xMYoIX6APjAQ7kNvgGpXEeY&_nc_ht=scontent-fra5-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AYC2jFIfVeN1JjBG6pv2Q_9bsLy3ggxTHB4WFjhkd8R2jw&oe=66F93F41,260,1,,,282,6656,,6761
2023-01-26,"We'd travel all the way to the savanna for this recipe — After all, it's 'wine' in a million!✨ Enjoy the 🦓Zebra Wine🦓 from @laurenmote! ⬇️⁠
⁠
🦓 Cascara Tea⁠
🦓 Rhythmic Red NA Vermouth⁠
🦓 Strawberry Shrub⁠
🦓 @bittered_sling Arabica Coffee Bitters⁠
⁠
📸: @chefjonathanc⁠
⁠
TOTCF aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels at the link in bio!🔗⁠
⁠
#totcf",https://scontent-fra5-1.cdninstagram.com/v/t51.2885-15/327340771_585109816301454_7962508791466171544_n.jpg?ccb=1-7&_nc_sid=18de74&_nc_ohc=lSXPTk_wSX8Q7kNvgEer9M7&_nc_ht=scontent-fra5-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AYCMKbB0yIeh6eoDGoUKhWyCXqWvo-zjLHYdk12cslU7ag&oe=66F92267,173,4,,,191,6054,,6256
2023-01-27,"There's still time to advocate for the welfare + well being of bartenders and hospitality workers everywhere.✨ Join in our mission by submitting a 2023 grant proposal! ⁠
⁠
We're accepting submissions for projects that improve the lives of bartenders and hospitality workers in the areas of equity, mental health and more! The grant portal will close 1️⃣ week from today — February 3, 2023. Learn more about the process and submit at the link in bio.🔗⁠
⁠
#totcf #TOTCFGrant2023⁠
⁠
@Cointreau_US | @EdringtonAmericas | @Bulleit",https://scontent-fra3-1.cdninstagram.com/v/t51.2885-15/327851427_231629449201963_8933315453776609113_n.jpg?ccb=1-7&_nc_sid=18de74&_nc_ohc=ycj3x0NTrzIQ7kNvgEY85M8&_nc_ht=scontent-fra3-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AYC7pz5TK7EKbNTczeuCdF2AGX_QuAKKjD0sWUhaaKntGw&oe=66F92828,56,0,,,69,4597,,4983
2023-01-28,"May we suggest a bloody brilliant 🍹Bloody Mary🍹 to spice up your Saturday? Enjoy this recipe from @remy_savage_ at @abstract_bistrot_! ⬇️⁠
⁠
🍹 50ml Marmite Monochrome⁠
🍹 10ml Lemon⁠
🍹 10ml Tomato Ponzu⁠
🍹 100ml Tomato Juice⁠
🍹 5ml Worcestershire⁠
🍹 2.5ml Horseradish⁠
🍹 2.5ml Wasabi⁠
🍹 3dash Chilli Tincture⁠
⁠
TOTCF aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels at the link in bio!🔗⁠
⁠
#totcf",https://scontent-fra5-2.cdninstagram.com/v/t51.2885-15/327620859_191886400094006_8721759231890096114_n.jpg?ccb=1-7&_nc_sid=18de74&_nc_ohc=IdUSxBihOpYQ7kNvgG3r_I6&_nc_ht=scontent-fra5-2.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AYAWEcP7QIOBZIHWyfoitxT3Y6bWs4E5mE2hKSCF2o7qFg&oe=66F9187D,252,0,,,293,9147,,9598
2023-01-29,"Since 2008, more than 4️⃣0️⃣0️⃣ cocktail apprentices have gained extensive experience working and managing large-scale, high-volume events while providing an invaluable service to TOTCF and the industry as a whole — Now, you can join the ranks as a 2023 CAP Red Coat!🎓⁠
⁠
There's 1️⃣ week left to apply, and receive world-class education & mentorship at #TOTC2023. Apply to become a CAP Red Coat now at the link in bio.🔗⁠
⁠
#CAPRedCoat2023  #CAP2023 #TalesoftheCocktail2023 #totc2023 #totcf⁠
⁠
@cocktailapprentice | @Tkallies | @crisdehlavi | @slayy_her, | @girlnamedju | @alexbsmith1 | @thebittersgirl | @howieinthejungle | @courvoisierusa | @campariusa | @crownroyal | @josecuervotequila | @sazerachouse",https://scontent-fra3-1.cdninstagram.com/v/t51.2885-15/327721682_622532246345649_8410904646271606048_n.jpg?ccb=1-7&_nc_sid=18de74&_nc_ohc=eO9uWP3KvY0Q7kNvgE92yWw&_nc_ht=scontent-fra3-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AYD51aMm8wPomGrkQbKO4zhwnRK7n_lBhL-wYs7WgQkXgQ&oe=66F923E0,522,6,,,699,25975,,26960
2023-01-30,"We're teaming up with @stb_sg to bring their high-energy, high-class cocktail culture to the U.S. — Spirited Awards Presents: ATLAS!🥂✨⁠
⁠
On February 6th, Forbes on 5th in New York City will be temporarily transformed into one of Singapore's most renowned bars and 2020 Spirited Award Winner for World’s Best Cocktail Menu, ATLAS! This event will bring ATLAS’ renowned bar program to life right in the middle of Manhattan.💃🕺 ⁠
⁠
Learn more about the first in a series of Singapore pop-ups in 2023, 'Spirited Awards Presents ATLAS', at the link in bio.🔗⁠
⁠
#SingaporexTales⁠
⁠
@atlasbarsg | @banananaism | @libbeypro | @woodfordreserve | @cocktailkingdom",https://scontent-fra5-1.cdninstagram.com/o1/v/t16/f1/m82/0B4498142D00960BB9E1ADE731C01BAE_video_dashinit.mp4?_nc_ht=scontent-fra5-1.cdninstagram.com&vs=551532500270454_3946323909&_nc_vs=HBksFQIYT2lnX3hwdl9yZWVsc19wZXJtYW5lbnRfcHJvZC8wQjQ0OTgxNDJEMDA5NjBCQjlFMUFERTczMUMwMUJBRV92aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVAhg6cGFzc3Rocm91Z2hfZXZlcnN0b3JlL0dIWEloQk9ES2JBaVB4WURBR1M4eFdDWkcwTVlicV9FQUFBRhUCAsgBACgAGAAbAYgHdXNlX29pbAExFQAAJoCfw%2BPJn9hAFQIoAkMzLBdASYO2RaHKwRgSZGFzaF9iYXNlbGluZV8xX3YxEQB1AAA%3D&ccb=9-4&oh=00_AYCIvm0go0ItpH1c3RwF41rgzq_A9Ts6cKOJ7ktRazwxlQ&oe=66F52474&_nc_sid=1d576d,2241,23,,,2940,51567,,
2023-01-31,"Let it be... let it be #BrandyAlexanderDay!✨ Enjoy John Lennon's favorite cocktail using this recipe from @liquorstudioleeds ⬇️⁠
⁠
🍫 50ml Cognac⁠
🍫 20ml White Cacao Liqueur⁠
🍫 5ml Sugar Syrup⁠
🍫 20ml Cream⁠
⁠
🍫 Shake it up with ice, strain into a frozen stemmed glass & top with grated nutmeg or chocolate⁠
⁠
TOTCF aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels at the link in bio!🔗⁠
⁠
#totcf",https://scontent-fra5-1.cdninstagram.com/v/t51.2885-15/327286115_1098727524277479_2656986637976386855_n.jpg?ccb=1-7&_nc_sid=18de74&_nc_ohc=wwvviahkDFUQ7kNvgFqbRdK&_nc_ht=scontent-fra5-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AYDgkYxQZPlcURpG2PCjr3A_KRSeHrb52JybzQh5MTVYew&oe=66F911E5,365,4,,,447,10224,,10974
2023-02-01,"Nominations for the 17th annual Spirited Awards are open!🏆🍹 As one of the industry’s highest achievements, Spirited Awards® spotlight a range of talent from bartenders, journalists, and brand ambassadors, to brands and media, to ensure each aspect of the industry is well represented and recognized for its contributions.⁠
⁠
The 17th annual Spirited Awards® will return with an open-call nomination period for the “Establishments,” “People,” and “Writing & Media” categories, February 1-22, 2023. It only takes ONE nomination to be considered for a 2023 Spirited Award® and self-nominations are both accepted and encouraged!⁠
⁠
Learn more about the Spirited Awards and submit your nomination at the link in bio.🔗⁠
⁠
Special thanks to @Forbes, the Official Media Partner of the 2023 Spirited Awards.⁠
⁠
#2023SpiritedAwards #SA2023 #SpiritedAwards #totc2023 #totc #TalesoftheCocktail2023 #totcf",https://scontent-fra5-1.cdninstagram.com/o1/v/t16/f1/m82/864C490D69783CDEC91B75EE96D2C6A4_video_dashinit.mp4?_nc_ht=scontent-fra5-1.cdninstagram.com&vs=711514947013879_3020295467&_nc_vs=HBksFQIYT2lnX3hwdl9yZWVsc19wZXJtYW5lbnRfcHJvZC84NjRDNDkwRDY5NzgzQ0RFQzkxQjc1RUU5NkQyQzZBNF92aWRlb19kYXNoaW5pdC5tcDQVAALIAQAVAhg6cGFzc3Rocm91Z2hfZXZlcnN0b3JlL0dJTzVpeFBLcHZhcFJOOExBTzJLd1B3cGhwUW5icV9FQUFBRhUCAsgBACgAGAAbAYgHdXNlX29pbAExFQAAJubyzLTxkfA%2FFQIoAkMzLBdAOwdsi0OVgRgSZGFzaF9iYXNlbGluZV8xX3YxEQB1AAA%3D&ccb=9-4&oh=00_AYC5Eo61k0kO6-MkC3D2epOaIyUSY-sVoNnv5zNr49SiDg&oe=66F53D5C&_nc_sid=1d576d,267,5,,,330,14083,,
2023-02-02,"@yopjay at @allegory_dc really has im-peck-able taste in ingredients!🐦 Enjoy her recipe for the 🪶Crow from Tobago🪶 below! ⬇️⁠
⁠
🪶 Hapusa Gin⁠
🪶 Michter's Rye Whiskey⁠
🪶 Trinidadian Curry⁠
🪶 Fermented Carrots⁠
🪶 Mango⁠
🪶 Lime⁠
🪶 Cacao⁠
⁠
TOTCF aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels at the link in bio!🔗⁠
⁠
#totcf",https://scontent-fra3-1.cdninstagram.com/v/t51.2885-15/328500899_701579668178922_5736648448919193582_n.jpg?ccb=1-7&_nc_sid=18de74&_nc_ohc=TLqqDjv8QwIQ7kNvgF2e_BX&_nc_ht=scontent-fra3-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AYAHO8sb7mSqcFKXy2Jf0NAjykb_97UqL83ScjyyY60O6g&oe=66F9382D,250,3,,,280,8106,,8586
2023-02-03,"Discover ATLAS✨⁠
⁠
ATLAS is located in the ground floor of Singapore’s iconic Budis neighborhood building, Parkview Square, The lobby bar features distinctive architecture which is inspired by the glamorous Art Deco skyscrapers of Europe and New York City.🏙⁠
⁠
While its appearance may lead you in one direction, ATLAS' rambunctious 1920s spirit soon takes over and you'll find yourself at Singapore’s most lavish party. It is for this uniqueness that Atlas has won numerous Spirited Awards, and why we selected ATLAS to celebrate the nomination period for the 2023 Spirited Awards in New York!🥂⁠
⁠
Learn more about the event and other ways TOTCF is teaming up with @stb_sg at the link in bio.🔗⁠
⁠
Entrance is limited for this event. All guests must register to attend.⁠
⁠
#SingaporexTales #SpiritedAwards #2023SpiritedAwards #SA2023⁠
⁠
@atlasbarsg | @banananaism | @libbeypro | @woodfordreserve | @cocktailkingdom",https://scontent-fra5-1.cdninstagram.com/o1/v/t16/f2/m69/AQMSwUmhpndReY1aa-wGNg28n5XldESE2HyKW3XbsrXxlU4Rrr3vUKMZjcd4bPQlhipuKj3vzVureiTbGAPKc_ad?_nc_ht=scontent-fra5-1.cdninstagram.com&vs=601118961851082_1049360777&_nc_vs=HBksFQIYOnBhc3N0aHJvdWdoX2V2ZXJzdG9yZS9HSUNXbUFCcVJ1V1BuV2dFQURNV2U2LUxhLVpEYmtZTEFBQUYVAALIAQAVAhg6cGFzc3Rocm91Z2hfZXZlcnN0b3JlL0dPcnFqUk5WVzh5dmxLUVVBSUJPTjF2UnE3MU9ia1lMQUFBRhUCAsgBACgAGAAbAYgHdXNlX29pbAExFQAAJsKFlNr3jc8%2FFQIoAkMzLBdASgAAAAAAABgSZGFzaF9iYXNlbGluZV8xX3YxEQB16gcA&ccb=9-4&oh=00_AYBuyumsQgPNa2RtGR_SdJdr_-3gaK0l-Nrhrw9lUAE8Bw&oe=66F53F22&_nc_sid=1d576d,171,4,,,200,6527,,7139
