Date,Message,Likes,Impressions,Comments,Clicks,Source
2023-05-08,"Say hello to the Red Coat CAP Class of 2023! Today, fooBar Foundation welcomes the newest members to the Cocktail Apprentice Program - the #CAP2023 Red Coats! Our behind-the-scenes team, Red Coats, will be paired with a Grey Coat mentor to learn the ropes and make celebrating fooBar’s 21st anniversary, happening July 23-28 in New Orleans, possible. See the entire #CAP2023 class roster and learn more about our apprentice program here: https://bit.ly/3NP9ca8 fooBar fooBar #fooBar2023 fooBar #CAP2023 #CAPRedCoat2023",6,5234,0,9,FB Organic
2023-05-10,"Take your taste buds on a trip to Buenos Aires with the Clarito Martini from PEARL DIVER (IG: @pearldiver_nashville)! 1.5 oz Fords Gin 1 oz Pearl Diver’s “Tahitian Dreamin’” French-Style Vermouth (recipe below) Lemon Peel Royal stir, chilled coupe, partial sugar rim and expressed lemon zest garnish Pearl Diver’s Tahitian Dreamin’ Vermouth: 750 ml Dry Vermouth of Choice Peels from 3 English Cucumbers 3 Slices of Fresh Ginger 1/3 cup of Spearmint 1/4 cup Thai Lime Leaf Sous vide at 150 degrees for 1.5 hours. Allow to cool, fine strain, then bottle. fooBar aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels here: https://forms.gle/PjDunJWdgnEt7QnS9 fooBar",14,1959,0,0,FB Organic
2023-05-13,Drinking a Menta Beso from John Carlos Campos-Guzman (IG: @j_campos231) at The Bradford (IG: @thebradfordnj) on #WorldCocktailDay is mint to be! White Rum Watermelon Purée Mint Lime fooBar aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels here: https://forms.gle/PjDunJWdgnEt7QnS9 fooBar,18,3410,1,0,FB Organic
2023-05-14,"Twas' the night before Tales tickets, And all through the bar, The workers were stirring, Ready to be cocktail stars! Get those zzz's tonight, because fooBar 2023 tickets are on sale tomorrow morning! Learn more about this year's global cocktail conference here: https://bit.ly/3LFYYVv fooBar fooBar #fooBar2023 fooBar",10,2491,1,27,FB Organic
2023-05-15,"fooBar 2023 tickets are on sale now! Whether you're joining us for a day, an evening, or the whole week, the opportunity to buy your tickets to the world's leading cocktail conference is now! Learn about all the ways you can celebrate Tales' 21st among your fellow bartenders + distillers — Purchase your tickets for the July 23-28 conference here: https://bit.ly/3LFYYVv #fooBar2023 fooBar fooBar",9,6071,0,118,FB Organic
2023-05-16,You'll be walking on sunshine after trying the CC Rum Punch recipe from Concourse Club (IG: @concourseclub)! Bacardi Rum Lemon Passionfruit Orange Blossom fooBar aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels here: https://forms.gle/PjDunJWdgnEt7QnS9 fooBar,10,2536,0,1,FB Organic
2023-05-17,"2023 marks Tales 21st! To celebrate, we’re shaking + stirring this conference up — Get ready to choose your own fooBar adventure because we're making education more flexible than ever before! Don't want to miss out on a chance to attend one of fooBar 2023's seminars? You're in luck! Entry to seminar rooms is now included with a fooBar Day Pass or fooBar Week Pass via seminar stand-by access. This means individual seminars are no longer available for purchase, and instead are attendable on a first-come, first-served basis. Learn more about the 🆕 Week Passes, including our Tasting Ticket Package + Beyond the Bar Ticket Package, here: https://bit.ly/3LFYYVv #fooBar2023 fooBar fooBar",2,1508,0,12,FB Organic
2023-05-18,"Whaddya' say to visiting Tales for a day? fooBar Day Passes start at $45! The standard fooBar Day Pass now grants entry to seminar rooms via seminar stand-by access! In addition, 2 other day pass options are available, the Tasting Room Day Pass and the Bartender Day Pass! Don't miss your opportunity to be part of the leading cocktail conference's 21st birthday! Learn more about our day pass options and purchase tickets here: https://bit.ly/3LFYYVv #fooBar2023 fooBar fooBar",6,3915,0,38,FB Organic
2023-05-20,"Enjoy a classic with a modern twist in this Harlem Manhattan recipe from Harlem Standard (IG: @harlemstandard)! 2 oz. Harlem Standard American Straight Whiskey 1 oz. Sweet Vermouth 5 Drops of Angostura Bitters 1 Dark Maraschino Cherry Orange Peel for Garnish Combine the Harlem Standard American Straight Whiskey, sweet vermouth, and bitters in a cocktail shaker filled with ice. Stir gently. Place a cherry in the bottom of a chilled cocktail glass and strain the whiskey mixture over the cherry. Garnish with a dried orange peel. fooBar aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels here: https://forms.gle/PjDunJWdgnEt7QnS9 fooBar",9,2249,1,0,FB Organic
2023-05-21,Enough is never enough with all of the fooBar 2023 events + opportunities! A variety of add-on event tickets are on sale now: Meet the Distillers Pig and Punch Day of Service Tasting Seminars New Orleans Cocktail Tours 12th Annual Pig and Punch Closing Party Catalyst Luncheon Learn more about each of our add-on events and purchase your tickets for them here: https://bit.ly/3LFYYVv #fooBar2023 fooBar fooBar,5,2146,0,18,FB Organic
2023-05-21,"It's so nice to see familiar faces — Welcome the Grey Coat Cocktail Apprentice Program Class of 2023! Now graduated Red Coats, #CAP2023 Grey Coats are our behind-the-scenes fooBar leaders! While providing mentorship to the incoming Red Coat Class, the Grey Coat Class will be responsible for running slated seminars at #fooBar, and will play an integral role in the success of all of this year's educational programming taking place July 23-28 in New Orleans. See the entire Grey Coat class roster and learn more about our apprentice program here: https://bit.ly/3BIoztG fooBar fooBar #fooBar2023 fooBar #CAPGreyCoat2023",7,3647,0,1,FB Organic
2023-05-22,"It's so nice to see familiar faces — Welcome the Grey Coat Cocktail Apprentice Program Class of 2023! Now graduated Red Coats, #CAP2023 Grey Coats are our behind-the-scenes fooBar leaders! While providing mentorship to the incoming Red Coat Class, the Grey Coat Class will be responsible for running slated seminars at #fooBar, and will play an integral role in the success of all of this year's educational programming taking place July 23-28 in New Orleans. See the entire Grey Coat class roster and learn more about our apprentice program at the link in bio! fooBar fooBar #fooBar2023 fooBar #CAPGreyCoat2023",4,3478,1,0,FB Organic
2023-05-22,"With a perfect balance of sweet and sour, celebrate #NationalPalomaDay with this recipe from Alexandra Purcaru (IG: @idohaveasister) at Selva Oaxaca Cocktail Bar! Altos Tequila Grapefruit Kombucha Lime Lemon Lime Salt :Víctor Ramírez López (IG: @victorfotomx) fooBar aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels here: https://forms.gle/PjDunJWdgnEt7QnS9 fooBar #PalomaDay",7,2613,0,0,FB Organic
2023-05-23,"Checking-in to fooBar 2023? Check-out Royal Sonesta Hotel New Orleans, one of the finest Bourbon Street New Orleans hotels. The heart & soul of fooBar is New Orleans, and the heart & soul of New Orleans is the French Quarter! From Cajun & Creole to fresh seafood, Royal Sonesta New Orleans offers the best of the Big Easy all under one roof, all while being just blocks away from the largest cocktail conference in the world! Book your stay at the Royal Sonesta New Orleans today: https://bit.ly/3nPx9mD #fooBar2023 fooBar fooBar fooBar",1,853,0,1,FB Organic
2023-05-24,Transport yourself to Italian shores with this Sicilian Seduction recipe from Danny Garcia (IG: @dannyboygarcia) at Lady Jane (IG: @ladyjanedenver)! .75 oz Madre “Espadin” Mezcal .75 oz Cimarron Blanco Tequila .5 oz Salers .75 oz Lemon Juice 1 oz Blood Orange Syrup 2 Dashes of Habanero Tincture Shake and fine strain over Hoshizaki ice in GOBLET Garnish: Blood Orange Wheel skewered with Cherry & Mint Bouquet fooBar aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels here: https://forms.gle/PjDunJWdgnEt7QnS9 fooBar,10,2683,1,1,FB Organic
2023-05-25,"We are proud to announce Libbey Pro as our Official Glassware of fooBar 2023! Libbey glassware can be spotted during the full week of events at multiple activation bars, our Spirited Awards dinner and their very own activation on July 27th! Follow Libbey Pro for more information and be sure to take a peek under your glass for the Libbey ""L"" throughout the week! #formakersbymakers #bartenderlife",2,1234,0,0,FB Organic
2023-05-26,"Discover the unique, explore the hard-to-find, and uncover the unexpected at fooBar 2023's exclusive tasting seminars! This year, we're featuring 4: The Future of Whiskey A Rare Flight to Cognac It's All Agave Think You Know World Vermouth? Learn more about each exclusive tasting seminar and purchase your tickets here: https://bit.ly/3LFYYVv #fooBar2023 fooBar fooBar",0,1237,1,15,FB Organic
2023-05-27,Release the power of The Kraken by enjoying this recipe from Anthony Medina (IG: @anthonymixology) at DOYA Restaurant! Old Tom Gin Vermouth Rosso Maraschino Liqueur Black Ink fooBar aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels here: https://forms.gle/PjDunJWdgnEt7QnS9 fooBar,9,3399,1,2,FB Organic
2023-05-28,"We're teaming up with Singapore Tourism Board to showcase 4 Singapore bars at fooBar 2023! Get ready to explore the culture, trade and history of Singapore’s Little India with The Elephant Room Singapore! Elephant Room takes an often under-documented culture and spreads it to the world with ingredients freshly sourced from Tekka Market and spirits sourced from India. Each of its bar team shares the responsibility of operating; not only creating recipes for both bar and cuisine but also working between the floor, kitchen, and bar! Learn more about Elephant Room and its presence at fooBar here: https://bit.ly/3Y3eQam #SingaporexTales #visitsingapore fooBar #fooBar2023 fooBar fooBar Singapore Tourism Board | Visit Singapore | The Elephant Room Singapore | Libbey Pro | Woodford Reserve | Campari | Johnnie Walker | Pernod Ricard",5,1282,0,7,FB Organic
2023-05-29,"Ready to get your steps in? Wayne Curtis + fooBar 2023 are proud to present a reimagined New Orleans Cocktail Tour! We're offering attendees a series of 5 educational walking tours to provide a wealth of knowledge and keen insight into the city’s history and cocktail scene. Wayne (Co-Founder of New Orleans Spirits Competition, Author of And a Bottle of Rum: A History of the New World in Ten Cocktails and frequent spirits contributor for The Atlantic, Imbibe Magazine, Punch, The Daily Beast, and Garden & Gun) has curated a series of tours, including: Hunting Down the Sazerac Absinthe Tour Bourbon Street and How It Got That Way Brandy, Bourbon, Bitters, Ice The Big Gay Bar Tour How the Drive-Thru Daiquiri Happened Learn more about the New Orleans Cocktail Tours at fooBar and purchase your tickets here: https://bit.ly/3LFYYVv #fooBar2023 fooBar fooBar",3,1345,1,3,FB Organic
2023-05-30,We need no encourage-mint to enjoy this Mint Julep recipe from Caskers (IG: @caskers) on #NationalMintJulepDay! 2 oz Bourbon .5 oz Simple Syrup 2 Handfuls of Fresh Mint Mint Sprig for Garnish fooBar aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels here: https://forms.gle/PjDunJWdgnEt7QnS9 fooBar,6,2798,2,0,FB Organic
2023-05-31,"A great party for an even greater cause — The 12th Annual Pig & Punch is back at fooBar 2023! Pig & Punch, presented by The Bon Vivants, is a one-of-a-kind charity event that'll close out fooBar with a bang. Featuring food from five Hogs for the Cause chefs, plus plenty of punches + highballs, Pig & Punch supports several great causes, including New Orleans KIPP Charter Schools, The Bon Vivants Scholarship, Hogs for the Cause, and the fooBar Foundation. Over the years, this event has raised an impressive $665,189.28 and contributed 10,562 volunteer hours in charter schools across the country. This year, we're aiming to make an even bigger impact. Purchase your tickets here: https://bit.ly/3LFYYVv #fooBar2023 fooBar fooBar",3,874,0,14,FB Organic
2023-06-01,"Join fooBar, Brown-Forman Brands and Saint Bernard Project (SBP) in rebuilding New Orleans homes post Hurricane Ida at fooBar 2023! fooBar 2023 continues the tradition of giving back to our local community by inviting partners, attendees and media to join in a volunteer day with the Saint Bernard Project. In light of the hurricane's impact on New Orleans, fooBar attendees will partake in our Day of Service on July 23. We'll work on rebuilding for low- to moderate-income homeowners, placing a special focus on families with small children, the elderly, disabled persons, war veterans, and the under and uninsured.⁠ Register for the fooBar 2023 Day of Service here: https://bit.ly/43glUmE fooBar fooBar #fooBar2023 fooBar",4,972,0,8,FB Organic
2023-06-01,"The 17th Annual Spirited Awards Top 10 Nominees are here! The 2023 Spirited Awards celebrate global excellence in the drinks industry and recognizes professionals, organizations, and establishments shaping the cocktail community. The Top 10 Nominees award categories include: U.S. Bartender of the Year presented by Pernod Ricard USA International Bartender of the Year presented by The Busker Best U.S. Bar Mentor presented by BarSmarts Best International Bar Mentor presented by fooBar Best U.S. Brand Ambassador presented by Libbey Pro Best International Brand Ambassador presented by fooBar Best U.S. Bar Team presented by William Grant & Sons Inc Best International Bar Team presented by angosturahouse Best U.S. Cocktail Bar presented by Absolutus Best International Cocktail Bar presented by Patron Tequila Best U.S. Hotel Bar presented by GreyGoose Best International Hotel Bar presented by Perrier Best U.S. Restaurant Bar presented by amaromontenegro_ww & Select Aperitivo Best International Restaurant Bar presented by fooBar Best New U.S. Cocktail Bar presented by Diageo Bar Academy Best New International Cocktail Bar presented by Diageo Bar Academy World’s Best Cocktail Menu presented by Diageo Bar Academy World’s Best Spirits Selection presented by fooBar Best New Spirit or Cocktail Ingredient presented by Lyre's Spirit Co Best Cocktail & Spirits Writing presented by fooBar Best Cocktail & Spirits Publication presented by fooBar Best Broadcast, Podcast, or Online Video Series presented by fooBar Best New Cocktail or Bartending Book presented by fooBar Best New Book on Drinks Culture, History, or Spirits presented by fooBar Find the full list of nominees here: https://bit.ly/43vKhN8 Find all acknowledged establishments from current and previous years using the Spirited Awards Directory here: https://bit.ly/3t9QUoZ Special thanks to Forbes, our 2023 Spirited Awards Official Media Partner. #2023SpiritedAwards #SA2023 #SpiritedAwards #2023SATop10 fooBar fooBar #fooBar2023 fooBar",6,967,0,30,FB Organic
2023-06-04,"Celebrate #NationalCognacDay with a recipe that is as stylish as it is delicious: the Blackberry Beret cocktail from Jes – The Sauceress (IG: @the.sauceress)! 1.5 oz Cognac (@villonfrance) 3 oz Brut Cava (or legit Champagne if you're fancy!) .5 oz Lemon Juice 5 Blackberries In a mixing glass, muddle blackberries with lemon juice. Really smash them up! Add cognac and some ice. Stir until chilled. Fine strain into a coupe glass. Top off with chilled Cava. fooBar aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels here: https://forms.gle/PjDunJWdgnEt7QnS9 fooBar",19,2889,0,0,FB Organic
2023-06-06,"Our fooBar showrunners are here — Say hello to the White Coat CAP Class of 2023! Our longest returning Cocktail Apprentice Program members, the CAP White Coats, are responsible for managing and directing the entire Cocktail Apprentice Program during this year’s celebration of fooBar, July 23-28, and are involved in the selection and performance of the Red, Grey & Black Coats. Meet the #CAP2023 White Coat Class and learn more about the Cocktail Apprentice Program here: https://bit.ly/3BIoztG fooBar fooBar #fooBar2023 fooBar #CAPWhiteCoat2023",7,2406,0,3,FB Organic
2023-06-06,"The upperclassmen have arrived — Introducing the Black Coat CAP Class of 2023! Acting as “Assistant Managers,” The Cocktail Apprentice Program Black Coats will support fooBar 2023 with their detail-oriented minds to manage and communicate with the #CAP2023 Grey Coat Class. CAP Black Coats will monitor and lead the Cocktail Apprentice Red and Grey Coats to ensure the success of this year’s celebration of fooBar taking place, July 23-28, in New Orleans. Meet the #CAP2023 Black Coat Class and learn more about the Cocktail Apprentice Program here:https://bit.ly/3BIoztG fooBar fooBar #fooBar2023 fooBar #CAPBlackCoat2023",12,3109,0,3,FB Organic
2023-06-07,"At fooBar 2023, we're honoring those working for accessibility + intersectionality of the drinks industry — Join us in celebrating these individuals at the all-new Catalyst Luncheon! This year, we are excited to welcome more members to this group of individuals that highlight marginalized groups within the industry and shine a spotlight on leaders actively making changes in their communities. Join us July 28th at the Catalyst Luncheon by purchasing tickets here: https://bit.ly/3P3pVqG #2023TalesCatalysts #TalesCatalysts fooBar fooBar #fooBar2023 fooBar",2,888,0,0,FB Organic
2023-06-10,"You're going to need more shelf space after this. Discover your next favorite distiller, blender, or maker among countless brands all in 1 place at fooBar 2023's Meet the Distillers! Open to trade + consumers, this Friday event closes fooBar’s host hotel events by taking over the entire meeting room space on the first floor of the Ritz-Carlton, New Orleans. Expect tastings, education, and an opportunity to interact with their favorite products and new brands yet to be discovered! Learn more about Meet the Distillers and purchase your tickets here: https://bit.ly/3LFYYVv fooBar fooBar #fooBar2023 fooBar",5,1588,0,7,FB Organic
2023-06-11,Leap in National Gin Day with this Lily Pad recipe from Nicolas (IG: @storyaboutcocktails)! 1.5 oz Gin Bombay ½ oz Chareau Aloe Liqueur ½ oz Blanc Vermouth ½ oz Simple Syrup ¾ oz Fresh Lemon Juice 5 Basil Leaves 1 Dash of Absinthe 1 Drop of Saline Solution fooBar aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels here: https://forms.gle/PjDunJWdgnEt7QnS9 fooBar,9,2511,0,0,FB Organic
2023-06-12,"Celebrate #PrideMonth with Chris Cabrera (IG: @chrscab)! In Chris' new feature, he highlights the historical contributions of Drag Queens and Trans individuals to the LGBTQ+ movement, while also addressing the current challenges faced by the community. With unity and action from community members, allies and the industry, we can face the current challenges and bring about lasting change. Check out his full feature, “UNAPOLOGETICALLY YOU,” here: https://bit.ly/3ClOVSu fooBar fooBar fooBar #fooBar2023 fooBar",2,1849,0,0,FB Organic
2023-06-13,"We're teaming up with Singapore Tourism Board to showcase 4 Singapore bars at fooBar 2023! Discover a presentation of what is possible to meet the needs of new generations and the resources of the planet today at @Fura SG! Sasha + Christina believe the population is stuck in old traditions when it comes to eating and drinking. The vision of Fura is to showcase an experience of how our diet could look in the future due to climate change, and its menu is designed around highlighting ingredients that have now become prevalent and in abundance due to our imbalance of the ecosystem. Learn more about Fura and its presence at fooBar here: https://bit.ly/3Y3eQam #SingaporexTales #visitsingapore fooBar #fooBar2023 fooBar fooBar #stb2023 Singapore Tourism Board | VisitSingapore | Libbey Pro | Woodford Reserve | Campari | Johnnie Walker | Pernod Ricard US",4,1343,0,5,FB Organic
2023-06-14,Wondering if fooBar 2023 is for you? We could give you 938871 reasons why it is if character counts permitted — But let's stick with The Best Drink Ever's Top 10! Check out their article on the best reasons to attend this year's global cocktail conference here: https://www.thebestdrinkever.com/home/2023/5/16/top-10-tales-of-the-cocktail #fooBar2023 fooBar,7,1174,0,33,FB Organic
2023-06-15,"Who's ready for a garden party? 'Turnip' to the beat with the Turnip cocktail recipe by Sebastian Tollius (IG: @tollius_) at Eleven Madison Park (IG: @elevenmadisonpark) in New York, NY! Blanco Tequila Bianco Vermouth Green Chartreuse Mulled Wine Lime Sherbet @evansungnyc fooBar aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels here: https://forms.gle/PjDunJWdgnEt7QnS9 fooBar",3,1335,0,1,FB Organic
2023-06-16,"Calling our local, New Orleans-based bartenders — We want you to be part of fooBar 2023! Sign up for fooBar’s Bartender for Hire List! This list is used by participating brands to hire a bartender team for their event during fooBar. Add your information to the Bartender for Hire List for the opportunity to work at an event here: https://bit.ly/3N5VDkH fooBar fooBar #fooBar2023",4,890,0,12,FB Organic
2023-06-17,"Mango-ing, mango-ing, mango-ne. We just couldn't get enough of this mango-nificient Mango Lassi recipe from Elmer Mejicanos (IG: @elmer.mejicanos) at Causwells (@causwells) in San Francisco, CA! 1.5 oz @Patron Silver Tequila .5 oz @Patron Repo Bar Spoon of Sailor Jerry Spiced Rum 1 oz Mango Puree .5 oz Lemon Juice 1.5 oz Yogurt Liqueur .5 oz Simple Syrup 3 Dashes of Angostura 1 oz Egg White Glass - Colorful Lattice Build - Dry Shake Hard, Wet Shake, Double Strain Garnish - 3 Dots Each of Coloring (Dots: Blueberry, Strawberry, Pineapple, Mint) fooBar aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels here: https://forms.gle/PjDunJWdgnEt7QnS9 fooBar",0,858,0,1,FB Organic
2023-06-19,Celebrate #NationalMartiniDay with this perfectly tailored Sartorialist recipe from Chris Amirault (IG: @chrisamiam) at The Maybourne Bar! Sipsmith Gin Earl Grey Crema Sohomare Kimoto Junmai Daiginjo Lillet Blanc Lemon Oil : Victoria Wall Harris fooBar aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels here: https://forms.gle/PjDunJWdgnEt7QnS9 fooBar,5,1435,0,0,FB Organic
2023-06-19,"In her “When you Know Better, Do Better” feature, Erika Flowers sheds light on the inconsistencies and need for real change in the hospitality industry. With support from organizations geared toward building equity, diversity, leadership, and career pathways for Black and Brown individuals, Erica was able to improve her business and express herself confidently behind and beyond the bar. Learn more on how Erika is honoring her roots and advocating for inclusivity within the hospitality industry here: https://bit.ly/43R8rC4 fooBar fooBar fooBar #fooBar2023 fooBar",6,1401,0,0,FB Organic
2023-06-20,"Ready to be steps away from all the sips? Book your fooBar 2023 stay at the Courtyard New Orleans French Quarter/Iberville! Experience a winning combination of convenience and luxury at Courtyard New Orleans French Quarter/Iberville. This hotel is your gateway to one of the world's most legendary destinations, and the world’s largest cocktail conference! Event attendees are invited to secure their stay at the Courtyard New Orleans French Quarter/Iberville hotel block for fooBar 2023 before June 23. Book here: https://bit.ly/3nPx9mD fooBar fooBar #fooBar2023 fooBar",1,1246,0,8,FB Organic
2023-06-21,"Have you heard the news? We just announced our 2023 Spirited Awards Top 4 Finalists! Be a part of the celebration by purchasing your tickets to the 17th Annual Spirited Awards Ceremony now! The 17th Annual Spirited Awards Ceremony will take place Thursday, July 27 during fooBar 2023 at The Fillmore New Orleans. This year, we have 3 available ticket options: Table Seating Tickets Theatre Seating Tickets Viewing Party Tickets Learn more about the 17th Annual Spirited Awards tickets and purchase yours here: https://bit.ly/3X9CcvK Special thanks to Forbes, our 2023 Spirited Awards Official Media Partner. #2023SpiritedAwards #SA2023 #SpiritedAwards fooBar fooBar #fooBar2023 fooBar",5,1208,0,4,FB Organic
2023-06-21,"Your 2023 Spirited Awards Top 4 Finalists are here! ⁠ The Top 4 Finalists award categories include: U.S. Bartender of the Year presented by Pernod Ricard USA International Bartender of the Year presented by The Busker Best U.S. Bar Mentor presented by BarSmarts Best International Bar Mentor presented by fooBar Best U.S. Brand Ambassador presented by Libbey Pro Best International Brand Ambassador presented by fooBar Best U.S. Bar Team presented by William Grant & Sons Inc Best International Bar Team presented by angosturahouse Best U.S. Cocktail Bar presented by Absolutus Best International Cocktail Bar presented by Patron Tequila Best U.S. Hotel Bar presented by GreyGoose Best International Hotel Bar presented by Perrier Best U.S. Restaurant Bar presented by Amaro Montenegro Best International Restaurant Bar presented by fooBar Best New U.S. Cocktail Bar presented by Diageo Bar Academy Best New International Cocktail Bar presented by Diageo Bar Academy World’s Best Cocktail Menu presented by Diageo Bar Academy World’s Best Spirits Selection presented by fooBar Best New Spirit or Cocktail Ingredient presented by @Lyres_spirit_co Best Cocktail & Spirits Writing presented by fooBar Best Cocktail & Spirits Publication presented by fooBar Best Broadcast, Podcast, or Online Video Series presented by fooBar Best New Cocktail or Bartending Book presented by fooBar Best New Book on Drinks Culture, History, or Spirits presented by fooBar Learn more about this year’s finalists here: https://fooBar.org/industrynews/tales-of-the-cocktail-foundation-announces-the-top-4-finalists-and-digital-playbill-for-the-2023-spirited-awards/ Special thanks to Forbes the official media partner for the 17th Annual Spirited Awards #2023SpiritedAwards #SA2023 #SpiritedAwards #2023SATop4 fooBar fooBar #fooBar2023 fooBar",5,779,0,35,FB Organic
2023-06-24,fooBar 2023 is almost here! And there’s still plenty of time to get your Day Passes starting at $45 for the Tasting Room Day Pass! Day passes gain you access to: Specialty Tasting Rooms Unlimited Beverages Singapore Residency And Much More! Learn about our day pass options and purchase tickets here: https://bit.ly/3LFYYVv #fooBar2023 fooBar fooBar,3,1708,0,9,FB Organic
2023-06-26,"Congratulations to the 2023 Tales Catalyst Honorees: Anistatia Miller, International Catalyst Honoree and Tara Fougner, U.S. Catalyst Honoree! Join us as we celebrate these honorees with a cocktail and reception at the Tales Catalyst Luncheon on Friday, July 28. The luncheon will also celebrate leaders who have made unique and lasting contributions to accessibility and intersectionality within the global hospitality industry. Learn more about the luncheon and purchase your tickets here: https://bit.ly/3NlaG9Y Special thanks to our Catalyst Luncheon presenting sponsors SevenFifty Daily and 21Seeds Infused Tequila, supporting sponsors DonQ, House of Delola, Johnnie Walker, and Laird & Co and the Catalyst Luncheon Media Partner Provi. #2023TalesCatalysts #TalesCatalysts fooBar fooBar #fooBar2023 fooBar",9,1472,0,0,FB Organic
2023-06-27,"Meet the owners, blenders, founders, distillers and makers of your favorite brands in one place at Meet the Distillers! Open to trade and consumers, Meet the Distillers closes fooBar’s host hotel events by taking over the entire meeting room space on the first floor of the Ritz-Carlton, New Orleans. Discover and enjoy new brands and products while meeting the minds behind it all! Learn more about the event and purchase your tickets: https://bit.ly/3LFYYVv fooBar fooBar #fooBar2023 fooBar",4,1749,0,6,FB Organic
2023-06-28,"Mailtime, mailtime, mailtime – enjoy It’s Mail Time from The Wild in Denver, CO! Gin Cocchi Americano Blue Raspberry Melon Lemon : Connor Stehr fooBar aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels here: https://forms.gle/PjDunJWdgnEt7QnS9 fooBar",12,2201,0,0,FB Organic
2023-06-29,"Last call - media applications for fooBar are due by July 3! If you're a working editorial media or social media content creator passionate about the travel, culinary, and beverage industries, we encourage you to apply now! To apply and learn more: https://bit.ly/43THqyl fooBar fooBar #fooBar2023 fooBar",3,1513,0,3,FB Organic
2023-07-01,"fooBar + Drinks International are boldly going where no spirits educators have gone before! Together through Beyond the Bar initiatives, including the upcoming Grant Finalist Showcase at fooBar, we're fully addressing all challenges + opportunities within the global drinks industry. Learn more about our new partnership in their article here:",2,1619,0,7,FB Organic
2023-07-03,"Whaddya' say to visiting Tales for a day? While fooBar 2023 Week Passes are sold out, we still have the following options: A Tasting Room Day Pass ($45) grants you daily access to the Tasting Rooms at fooBar including Singapore x Tales residency (Monday-Thursday), Morning Bar, Corner Bar, No + Low Bar, Grab + Geaux, New Orleans Spirits Competition Live Judging & Tasting (Monday ONLY), access to offsite events & a complimentary Beyond the Bar package. A fooBar 2023 Day Pass ($185) includes daily Seminar access, Tasting Rooms, Morning Bar, Grab + Geaux, Corner Bar, No + Low Bar, Singapore x Tales Residency, Brand Residencies. This also includes a complimentary Beyond the Bar package and access to offsite events. A Bartender Day Pass ($155) offers a discount on the general fooBar 2023 Day Pass for working bartenders to attend daily seminars, Tasting Rooms, Morning Bar, Grab + Geaux, Corner Bar, No + Low Bar, Singapore x Tales Residency and Brand Residencies. This also includes a complimentary Beyond the Bar package and access to offsite events. Find the option that works best for you here: https://bit.ly/3LFYYVv #fooBar2023 fooBar fooBar",2,1798,0,6,FB Organic
2023-07-03,I only wanted to see you enjoying this Purple Rain recipe from Bar Magda (IG: @bar_magda)! 1.5 oz Woodcutter Barrel Aged Gin Sandymount Distillery 1 ¾ oz Ube and Pinot Noir Reduction ¼ oz Lemon Juice Dash of Achiote and Allspice Tincture Shake and strain over ice and Grapefruit Tonic East Imperial - Premium Tonic Waters & Mixers : Josh Harvey (IG: @__joshharvey) fooBar aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels here: https://forms.gle/PjDunJWdgnEt7QnS9 fooBar,11,2819,0,0,FB Organic
2023-07-04,"Wanting to learn more about our 2023 Spirited Awards Top 4 Finalists? You can with the Official 2023 Spirited Awards Digital Playbill! The Digital Playbill outlines finalist highlights, insights into the judging process from Spirited Awards Co-Chairs, and provides a comprehensive look at this year’s generous sponsors. Explore cocktail industry excellence by reading it here: https://bit.ly/3NgnKO0 Special thanks to Forbes, the official media partner for the 17th Annual Spirited Awards. #2023SpiritedAwards #SA2023 #SpiritedAwards #2023SATop4 fooBar fooBar #fooBar2023 fooBar",4,2048,0,1,FB Organic
