Date,Message,Likes,Impressions,Comments,Clicks,Source
2023-05-07,You'll feel like you're cruising down Ocean Drive with this Miami Vice Milk Punch recipe from @admiral_miley and @barneytoy at @clippernz! ⁠ ⁠ Rum⁠ Vodka⁠ Strawberry⁠ Acid⁠ Pineapple⁠ Coconut⁠ Strawberry Whey⁠ ⁠ : Philip Spector (IG: @phil.spector)⁠ ⁠ fooBar aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels at the link in bio.⁠ ⁠ fooBar,3488,73191.0,25,0.0,Insta Organic
2023-05-08,"Say hello to the Red Coat CAP Class of 2023!⁠ ⁠ Today, fooBar Foundation welcomes the newest members to the Cocktail Apprentice Program - the #CAP2023 Red Coats! Our behind-the-scenes team, Red Coats, will be paired with a Grey Coat mentor to learn the ropes and make celebrating fooBar’s 21st anniversary, happening July 23-28 in New Orleans, possible.⁠ ⁠ See the entire #CAP2023 class roster and learn more about our apprentice program at the link in bio!⁠ ⁠ fooBar fooBar #fooBar2023 fooBar #CAP2023 #CAPRedCoat2023",1073,29939.0,115,0.0,Insta Organic
2023-05-08,"Thank you again to The SG Club, the team at ATLAS Singapore, the Singapore tourism board, our sponsors, and the Singapore bar community for your warm welcome, support, and making last night’s ground breaking event a massive success! #SingaporexTales #STB2023 fooBar fooBar fooBar",444,10211.0,1,0.0,Insta Organic
2023-05-08,"Celebrating Spirited Awards Presents: The SG Club at ATLAS Singapore today! The bar is set, the team is prepped, and we are excited to welcome our friends in Singapore! #SingaporexTales #STB2023 fooBar fooBar fooBar",289,12469.0,1,0.0,Insta Organic
2023-05-08,A huge thank you to all of our sponsors and their support for our Spirited Awards Presents: The SG Club event at ATLAS Singapore! #SingaporexTales #STB2023 fooBar fooBar fooBar,465,0.0,2,0.0,Insta Organic
2023-05-10,"Take your taste buds on a trip to Buenos Aires with the Clarito Martini from @pearldiver_nashville! ⁠ ⁠ 1.5 oz Fords Gin @simonfordsgin⁠ 1 oz Pearl Diver’s “Tahitian Dreamin'” French-Style Vermouth (recipe below)⁠ Lemon Peel⁠ ⁠ Royal stir, chilled coupe, partial sugar rim and expressed lemon zest garnish⁠ ⁠ Pearl Diver’s Tahitian Dreamin’ Vermouth:⁠ 750 ml Dry Vermouth of Choice⁠ Peels from 3 English Cucumbers⁠ 3 Slices of Fresh Ginger⁠ 1/3 cup of Spearmint⁠ 1/4 cup Thai Lime Leaf⁠ ⁠ Sous vide at 150 degrees for 1.5 hours. Allow to cool, fine strain, then bottle.⁠ ⁠ fooBar aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels at the link in bio!⁠ ⁠ fooBar",216,7717.0,4,0.0,Insta Organic
2023-05-13,Drinking a Menta Beso from @j_campos231 at @thebradfordnj on #WorldCocktailDay is mint to be! ⁠ ⁠ White Rum⁠ Watermelon Purée⁠ Mint⁠ Lime⁠ ⁠ fooBar aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels at the link in bio!⁠ ⁠ fooBar,552,11960.0,8,0.0,Insta Organic
2023-05-14,"Twas' the night before Tales tickets,⁠ And all through the bar,⁠ The workers were stirring,⁠ Ready to be cocktail stars!⁠ ⁠ Get those zzz's tonight, because fooBar 2023 tickets are on sale tomorrow morning! Learn more about this year's global cocktail conference at the link in bio.⁠ ⁠ fooBar fooBar #fooBar2023 fooBar",260,11556.0,1,0.0,Insta Organic
2023-05-15,"fooBar 2023 tickets are on sale now!⁠ ⁠ Whether you're joining us for a day, an evening, or the whole week, the opportunity to buy your tickets to the world's leading cocktail conference is now!⁠ ⁠ Learn about all the ways you can celebrate Tales' 21st among your fellow bartenders + distillers — Purchase your tickets for the July 23-28 conference at the link in bio!⁠ ⁠ #fooBar2023 fooBar fooBar",410,22136.0,5,0.0,Insta Organic
2023-05-16,You'll be walking on sunshine after trying the CC Rum Punch recipe from @concourseclub! ⁠ ⁠ @Bacardi Rum⁠ Lemon⁠ Passionfruit⁠ Orange Blossom⁠ ⁠ fooBar aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels at the link in bio!⁠ ⁠ fooBar,473,10126.0,3,0.0,Insta Organic
2023-05-17,"2023 marks Tales 21st! To celebrate, we’re shaking + stirring this conference up — Get ready to choose your own fooBar adventure because we're making education more flexible than ever before! ⁠ ⁠ Don't want to miss out on a chance to attend one of fooBar 2023's seminars? You're in luck! Entry to seminar rooms is now included with a fooBar Day Pass or fooBar Week Pass via seminar stand-by access. This means individual seminars are no longer available for purchase, and instead are attendable on a first-come, first-served basis. ⁠ ⁠ Learn more about the 🆕 Week Passes, including our Tasting Ticket Package + Beyond the Bar Ticket Package, at the link in bio!⁠ ⁠ #fooBar2023 fooBar fooBar",200,10872.0,6,0.0,Insta Organic
2023-05-18,"Whaddya' say to visiting Tales for a day? fooBar Day Passes start at $45! The standard fooBar Day Pass now grants entry to seminar rooms via seminar stand-by access! In addition, 2 other day pass options are available, the Tasting Room Day Pass and the Bartender Day Pass! Don't miss your opportunity to be part of the leading cocktail conference's 21st birthday! Learn more about our day pass options and purchase tickets at the link in bio! #fooBar2023 fooBar fooBar",71,5547.0,1,0.0,Insta Organic
2023-05-20,"Enjoy a classic with a modern twist in this Harlem Manhattan recipe from @harlemstandard!⁠ ⁠ 2 oz. Harlem Standard American Straight Whiskey⁠ 1 oz. Sweet Vermouth⁠ 5 Drops of Angostura Bitters⁠ 1 Dark Maraschino Cherry⁠ Orange Peel for Garnish⁠ ⁠ Combine the Harlem Standard American Straight Whiskey, sweet vermouth, and bitters in a cocktail shaker filled with ice. Stir gently. Place a cherry in the bottom of a chilled cocktail glass and strain the whiskey mixture over the cherry. Garnish with a dried orange peel.⁠ ⁠ fooBar aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels at the link in bio!⁠ ⁠ fooBar",222,6766.0,5,0.0,Insta Organic
2023-05-21,Enough is never enough with all of the fooBar 2023 events + opportunities! A variety of add-on event tickets are on sale now:⁠ ⁠ Meet the Distillers⁠ Pig and Punch Day of Service⁠ Tasting Seminars⁠ New Orleans Cocktail Tours⁠ 12th Annual Pig and Punch Closing Party⁠ Catalyst Luncheon⁠ ⁠ Learn more about each of our add-on events and purchase your tickets for them at the link in bio!⁠ ⁠ #fooBar2023 fooBar fooBar,112,7846.0,0,0.0,Insta Organic
2023-05-22,"It's so nice to see familiar faces — Welcome the Grey Coat Cocktail Apprentice Program Class of 2023! Now graduated Red Coats, #CAP2023 Grey Coats are our behind-the-scenes fooBar leaders! While providing mentorship to the incoming Red Coat Class, the Grey Coat Class will be responsible for running slated seminars at #fooBar, and will play an integral role in the success of all of this year's educational programming taking place July 23-28 in New Orleans. See the entire Grey Coat class roster and learn more about our apprentice program at the link in bio! fooBar fooBar #fooBar2023 fooBar #CAPGreyCoat2023",485,16911.0,24,0.0,Insta Organic
2023-05-23,"Checking-in to fooBar 2023? Check-out @royalsonestano, one of the finest Bourbon Street New Orleans hotels.⁠ ⁠ The heart & soul of fooBar is New Orleans, and the heart & soul of New Orleans is the French Quarter! From Cajun & Creole to fresh seafood, Royal Sonesta New Orleans offers the best of the Big Easy all under one roof, all while being just blocks away from the largest cocktail conference in the world!⁠ ⁠ Book your stay at the Royal Sonesta New Orleans at the link in bio!⁠ ⁠ #fooBar2023 fooBar fooBar fooBar",52,4662.0,1,0.0,Insta Organic
2023-05-24,Transport yourself to Italian shores with this Sicilian Seduction recipe from @dannyboygarcia at @ladyjanedenver! ⁠ ⁠ .75 oz Madre “Espadin” Mezcal⁠ .75 oz Cimarron Blanco Tequila⁠ .5 oz Salers⁠ .75 oz Lemon Juice⁠ 1 oz Blood Orange Syrup⁠ 2 Dashes of Habanero Tincture⁠ Shake and fine strain over Hoshizaki ice in GOBLET⁠ Garnish: Blood Orange Wheel skewered with Cherry & Mint Bouquet⁠ ⁠ fooBar aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels at the link in bio!⁠ ⁠ fooBar,412,7923.0,2,0.0,Insta Organic
2023-05-25,"We are proud to announce @libbeypro as our Official Glassware of fooBar 2023!⁠ ⁠ Libbey glassware can be spotted throughout the full week of events at multiple activation bars,⁠ our Spirited Awards dinner and their very own activation on July 27th! Follow @libbeypro for⁠ more information and be sure to take a peek under your glass for the Libbey ""L"" throughout the⁠ week!⁠ .⁠ .⁠ .⁠ #formakersbymakers #bartenderlife",83,0.0,2,0.0,Insta Organic
2023-05-26,"Discover the unique, explore the hard-to-find, and uncover the unexpected at fooBar 2023's exclusive tasting seminars! This year, we're featuring 4:⁠ ⁠ The Future of Whiskey⁠ A Rare Flight to Cognac⁠ It's All Agave⁠ Think You Know World Vermouth?⁠ ⁠ Learn more about each exclusive tasting seminar and purchase your tickets at the link in bio!⁠ ⁠ #fooBar2023 fooBar fooBar",46,4103.0,2,0.0,Insta Organic
2023-05-27,Release the power of The Kraken by enjoying this recipe from @anthonymixology at @doyarestaurant! ⁠ ⁠ Old Tom Gin⁠ Vermouth Rosso⁠ Maraschino Liqueur⁠ Black Ink⁠ ⁠ fooBar aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels at the link in bio!⁠ ⁠ fooBar,303,9115.0,2,0.0,Insta Organic
2023-05-29,"Ready to get your steps in? Wayne Curtis + fooBar 2023 are proud to present a reimagined New Orleans Cocktail Tour!⁠ ⁠ We're offering attendees a series of 5 educational walking tours with keen insight into the city’s history and cocktail scene. Wayne (Co-Founder of @nolaspiritscomp, Author of And a Bottle of Rum: A History of the New World in Ten Cocktails and frequent spirits contributor for The Atlantic, Imbibe Magazine, Punch, The Daily Beast, and Garden & Gun) has curated events from a hunt for the Sazerac to a big gay bar tour!⁠ ⁠ Learn more about the New Orleans Cocktail Tours at fooBar and purchase your tickets at the link in bio!⁠ ⁠ #fooBar2023 fooBar fooBar",99,7248.0,0,0.0,Insta Organic
2023-05-30,We need no encourage-mint to enjoy this Mint Julep recipe from @caskers on #NationalMintJulepDay! ⁠ ⁠ 2 oz Bourbon⁠ .5 oz Simple Syrup⁠ 2 Handfuls of Fresh Mint⁠ Mint Sprig for Garnish⁠ ⁠ fooBar aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels at the link in bio!⁠ ⁠ fooBar,1093,17077.0,18,0.0,Insta Organic
2023-05-31,"A great party for an even greater cause — The 12th Annual Pig & Punch is back at fooBar 2023!⁠ ⁠ Pig & Punch, presented by The Bon Vivants, is a one-of-a-kind charity event that'll close out fooBar with a bang. Featuring food from five Hogs for the Cause chefs, plus plenty of punches + highballs, Pig & Punch supports several great causes, including New Orleans KIPP Charter Schools, The Bon Vivants Scholarship, Hogs for the Cause, and the fooBar Foundation.⁠ ⁠ Over the years, this event has raised an impressive $665,189.28 and contributed 10,562 volunteer hours in charter schools across the country. This year, we're aiming to make an even bigger impact. Purchase your tickets at the link in bio!⁠ ⁠ #fooBar2023 fooBar fooBar",82,7529.0,1,0.0,Insta Organic
2023-06-01,"Cheers to the 17th Annual Spirited Awards Top 10 Nominees!⁠ ⁠ The 2023 Spirited Awards celebrate global excellence in the drinks industry and recognizes professionals, organizations, and establishments shaping the cocktail community. The Top 10 Nominees award categories include: ⁠ ⁠ U.S. Bartender of the Year presented by @pernodricardusa⁠ International Bartender of the Year presented by @thebusker_official⁠ Best U.S. Bar Mentor presented by @barsmarts⁠ Best International Bar Mentor presented by @tales_of_the_cocktail⁠ Best U.S. Brand Ambassador presented by @libbeypro⁠ Best International Brand Ambassador presented by @tales_of_the_cocktail⁠ Best U.S. Bar Team presented by @williamgrantusa⁠ Best International Bar Team presented by @angosturahouse⁠ Best U.S. Cocktail Bar presented by @absolutvodka⁠ Best International Cocktail Bar presented by @patron⁠ Best U.S. Hotel Bar presented by @greygoose⁠ Best International Hotel Bar presented by @perrier⁠ Best U.S. Restaurant Bar presented by @amaromontenegro_us and @selectaperitivousa⁠ Best International Restaurant Bar presented by @tales_of_the_cocktail⁠ Best New U.S. Cocktail Bar presented by @diageobarac⁠ Best New International Cocktail Bar presented by @diageobarac⁠ World’s Best Cocktail Menu presented by @diageobarac⁠ World’s Best Spirits Selection presented by @diageobarac⁠ Best New Spirit or Cocktail Ingredient presented by @lyresspiritco⁠ Best Cocktail & Spirits Writing presented by @tales_of_the_cocktail⁠ Best Cocktail & Spirits Publication presented by @tales_of_the_cocktail⁠ Best Broadcast, Podcast, or Online Video Series presented by @tales_of_the_cocktail⁠ Best New Cocktail or Bartending Book presented by @tales_of_the_cocktail⁠ Best New Book on Drinks Culture, History, or Spirits presented by @tales_of_the_cocktail⁠ ⁠ Find the full list of nominees at the link in bio!⁠ ⁠ Special thanks to @Forbes, our 2023 Spirited Awards Official Media Partner.⁠ ⁠ #2023SpiritedAwards #SA2023 #SpiritedAwards #2023SATop10 fooBar fooBar #fooBar2023 fooBar",599,20357.0,13,0.0,Insta Organic
2023-06-01,"Join fooBar, @brownforman and @sbpnola in rebuilding New Orleans homes post Hurricane Ida at fooBar 2023!⁠ ⁠ fooBar 2023 continues the tradition of giving back to our local community by inviting partners, attendees and media to join in a volunteer day with the Saint Bernard Project. In light of the hurricane's impact on New Orleans, fooBar attendees will partake in our Day of Service on July 23. We'll work on rebuilding for low- to moderate-income homeowners, placing a special focus on families with small children, the elderly, disabled persons, war veterans, and the under and uninsured.⁠ ⁠ ⁠ Register for the fooBar 2023 Day of Service at the link in bio!⁠ ⁠ fooBar fooBar #fooBar2023 fooBar",60,6266.0,0,0.0,Insta Organic
2023-06-04,"Celebrate #NationalCognacDay with a recipe that is as stylish as it is delicious:⁠ the Blackberry Beret cocktail from @the.sauceress! ⁠ ⁠ 1.5 oz Cognac (@villonfrance)⁠ 3 oz Brut Cava (or legit Champagne if you're fancy!)⁠ .5 oz Lemon Juice⁠ 5 Blackberries⁠ ⁠ In a mixing glass, muddle blackberries with lemon juice. Really smash them up! Add cognac and some ice. Stir until chilled. Fine strain into a coupe glass. Top off with chilled Cava.⁠ ⁠ fooBar aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels at the link in bio.⁠ ⁠ fooBar",483,11020.0,11,0.0,Insta Organic
2023-06-06,"Our fooBar showrunners are here — Say hello to the White Coat CAP Class of 2023!⁠ ⁠ Our longest returning Cocktail Apprentice Program members, the CAP White Coats are responsible for managing and directing the entire Cocktail Apprentice Program during this year’s celebration of fooBar, July 23-28, and are involved in the selection and performance of the Red, Grey & Black Coats. ⁠ ⁠ Meet the #CAP2023 White Coat Class and learn more about the Cocktail Apprentice Program at the link in bio!⁠ ⁠ fooBar fooBar #fooBar2023 fooBar #CAPWhiteCoat2023",233,10139.0,2,0.0,Insta Organic
2023-06-06,"The upperclassmen have arrived — Introducing the Black Coat CAP Class of 2023!⁠ ⁠ Acting as “Assistant Managers,” The Cocktail Apprentice Program Black Coats will support fooBar 2023 with their detail-oriented minds to manage and communicate with the #CAP2023 Grey Coat Class. CAP Black Coats will monitor and lead the Cocktail Apprentice Red and Grey Coats to ensure the success of this year’s celebration of fooBar taking place, July 23-28, in New Orleans.⁠ ⁠ Meet the #CAP2023 Black Coat Class and learn more about the Cocktail Apprentice Program at the link in bio!⁠ ⁠ fooBar fooBar #fooBar2023 fooBar #CAPBlackCoat2023",365,16916.0,17,0.0,Insta Organic
2023-06-07,"At fooBar 2023, we're honoring those working for accessibility + intersectionality of the drinks industry — Join us in celebrating these individuals at the all-new Catalyst Luncheon!⁠ ⁠ This year, we are excited to welcome more members to this group of individuals that highlight marginalized groups within the industry and shine a spotlight on leaders actively making changes in their communities. Join us July 28th at the Catalyst Luncheon by purchasing tickets at the link in bio!⁠ ⁠ #2023TalesCatalysts #TalesCatalysts fooBar fooBar #fooBar2023 fooBar",193,0.0,2,0.0,Insta Organic
2023-06-10,"You're going to need more shelf space after this. Discover your next favorite distiller, blender, or maker among countless brands all in 1 place at fooBar 2023's Meet the Distillers!⁠ ⁠ Open to trade + consumers, this Friday event closes fooBar’s host hotel events by taking over the entire meeting room space on the first floor of the Ritz-Carlton, New Orleans. Expect tastings, education, and an opportunity to interact with their favorite products and new brands yet to be discovered!⁠ ⁠ Learn more about Meet the Distillers and purchase your tickets at the link in bio!⁠ ⁠ fooBar fooBar #fooBar2023 fooBar",42,4431.0,0,0.0,Insta Organic
2023-06-11,Leap in National Gin Day with this Lily Pad recipe from @storyaboutcocktails with original recipe from @tarbyparty! ⁠ ⁠ 1.5 oz Gin Bombay⁠ ½ oz Chareau Aloe Liqueur⁠ ½ oz Blanc Vermouth⁠ ½ oz Simple Syrup⁠ ¾ oz Fresh Lemon Juice⁠ 5 Basil Leaves⁠ 1 Dash of Absinthe⁠ 1 Drop of Saline Solution⁠ ⁠ fooBar aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels at the link in bio.⁠ ⁠ fooBar,1220,21338.0,10,0.0,Insta Organic
2023-06-12,"Celebrate #PrideMonth with @chrscab!⁠ ⁠ In Chris' new feature, he highlights the historical contributions of Drag Queens and Trans individuals to the LGBTQ+ movement, while also addressing the current challenges faced by the community. With unity and action from community members, allies and the industry, we can face the current challenges and bring about lasting change.⁠ ⁠ Check out his full feature, “UNAPOLOGETICALLY YOU,” at the link in bio!⁠ ⁠ fooBar fooBar fooBar #fooBar2023 fooBar",148,7985.0,4,0.0,Insta Organic
2023-06-13,"We're teaming up with @visit_singapore to showcase 4 Singapore bars at fooBar 2023! Discover a presentation of what is possible to meet the needs of new generations and the resources of the planet today at @fura.sg!⁠ ⁠ Sasha + Christina believe the population is stuck in old traditions when it comes to eating and drinking. The vision of Fura is to showcase an experience of how our diet could look in the future due to climate change, and its menu is designed around highlighting ingredients that have now become prevalent and in abundance due to our imbalance of the ecosystem.⁠ ⁠ Learn more about Fura and its presence at fooBar at the link in bio!⁠ ⁠ #SingaporexTales #visitsingapore fooBar #fooBar2023 fooBar fooBar #STB2023⁠ ⁠ @visit_singapore | @fura.sg | @stb_sg | @woodfordreserve | @libbeypro | @campariusa | @johnniewalker | @pernodricard",264,0.0,4,0.0,Insta Organic
2023-06-14,"Ready to go to infinity and beyond... the bar? Blast-off with fooBar 2023!⁠ ⁠ Beyond the Bar programming at fooBar 2023 provides a platform to address challenges and opportunities within the global drinks industry. From workshops to volunteer work, we strive to explore themes beyond traditional spirits education.⁠ ⁠ Purchase your fooBar 2023 tickets and learn more about our Beyond the Bar package, seminars, activities and more at the link in bio!⁠ ⁠ fooBar fooBar #fooBar2023 fooBar",532,0.0,5,0.0,Insta Organic
2023-06-14,"Who's ready for a garden party? 'Turnip' to the beat with the Turnip cocktail recipe from @tollius_ at @elevenmadisonpark in New York, NY! ⁠ ⁠ Blanco Tequila⁠ Bianco Vermouth⁠ Green Chartreuse⁠ Mulled Wine⁠ Lime Sherbet⁠ ⁠ @evansungnyc⁠ ⁠ fooBar aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels at the link in bio.⁠ ⁠ fooBar",1055,24752.0,9,0.0,Insta Organic
2023-06-15,"Mango-ing, mango-ing, mango-ne. We just couldn't get enough of this mango-nificient Mango Lassi recipe from @elmer.mejicanos at @causwells in San Francisco, CA! ⁠ ⁠ 1.5 oz @Patron Silver Tequila⁠ .5 oz @Patron Repo⁠ Bar Spoon of Sailor Jerry Spiced Rum⁠ 1 oz Mango Puree⁠ .5 oz Lemon Juice⁠ 1.5 oz Yogurt Liqueur⁠ .5 oz Simple Syrup⁠ 3 Dashes of Angostura⁠ 1 oz Egg White⁠ ⁠ Glass - Colorful Lattice⁠ Build - Dry Shake Hard, Wet Shake, Double Strain⁠ Garnish - 3 Dots Each of Coloring (Dots: Blueberry, Strawberry, Pineapple, Mint)⁠ ⁠ fooBar aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels at the link in bio.⁠ ⁠ fooBar",2119,42066.0,26,0.0,Insta Organic
2023-06-16,"Calling our local, New Orleans-based bartenders — We want you to be part of fooBar 2023!⁠ ⁠ Sign up for fooBar’s Bartender for Hire List! This list is used by participating brands to hire a bartender team for their event during fooBar.⁠ ⁠ Add your information to the Bartender for Hire List for the opportunity to work at an event at the link in bio.⁠ ⁠ fooBar fooBar #fooBar2023",301,14510.0,4,0.0,Insta Organic
2023-06-19,Celebrate #NationalMartiniDay with this perfectly tailored Sartorialist recipe from @chrisamiam at @themaybournebar! ⁠ ⁠ Sipsmith Gin⁠ Earl Grey Crema ⁠ Sohomare Kimoto Junmai Daiginjo⁠ Lillet Blanc⁠ Lemon Oil⁠ ⁠ : @victoriawallharris⁠ ⁠ fooBar aims to support the worldwide cocktail community by sharing bartenders' creative concoctions & innovative recipes. Submit yours for an opportunity to be featured on our channels at the link in bio.⁠ ⁠ fooBar,577,9713.0,9,0.0,Insta Organic
2023-06-19,"In her “When you Know Better, Do Better” feature, @erikaflowers sheds light on the inconsistencies and need for real change in the hospitality industry. With support from organizations geared toward building equity, diversity, leadership, and career pathways for Black and Brown individuals, Erika was able to improve her business and express herself confidently behind and beyond the bar.⁠ ⁠ To read more on how Erika is honoring her roots and advocating for inclusivity within the hospitality industry visit the in our bio⁠ ⁠ fooBar fooBar fooBar #fooBar2023 fooBar",221,7828.0,5,0.0,Insta Organic
2023-06-20,"Ready to be steps away from all the sips? Book your fooBar 2023 stay at the Courtyard New Orleans French Quarter/Iberville!⁠ ⁠ Experience a winning combination of convenience and luxury at Courtyard New Orleans French Quarter/Iberville. This hotel is your gateway to one of the world's most legendary destinations, and the world’s largest cocktail conference!⁠ ⁠ Event attendees are invited to secure their stay at the Courtyard New Orleans French Quarter/Iberville hotel block for fooBar 2023 before June 23. Book at the link in bio.⁠ ⁠ fooBar fooBar #fooBar2023 fooBar",45,5623.0,1,0.0,Insta Organic
2023-06-21,"Your 2023 Spirited Awards Top 4 Finalists are here! ⁠ ⁠ The Top 4 Finalists award categories include:⁠ ⁠ U.S. Bartender of the Year presented by @pernodricardusa⁠ International Bartender of the Year presented by @thebusker_official⁠ Best U.S. Bar Mentor presented by @barsmarts⁠ Best International Bar Mentor presented by @tales_of_the_cocktail⁠ Best U.S. Brand Ambassador presented by @libbeypro⁠ Best International Brand Ambassador presented by @tales_of_the_cocktail⁠ Best U.S. Bar Team presented by @williamgrantusa⁠ Best International Bar Team presented by @angosturahouse⁠ Best U.S. Cocktail Bar presented by @absolutvodka⁠ Best International Cocktail Bar presented by @patron⁠ Best U.S. Hotel Bar presented by @greygoose⁠ Best International Hotel Bar presented by @perrier⁠ Best U.S. Restaurant Bar presented by @amaromontenegro_us and @selectaperitivousa⁠ Best International Restaurant Bar presented by @tales_of_the_cocktail⁠ Best New U.S. Cocktail Bar presented by @diageobarac⁠ Best New International Cocktail Bar presented by @diageobarac⁠ World’s Best Cocktail Menu presented by @diageobarac⁠ World’s Best Spirits Selection presented by @tales_of_the_cocktail⁠ Best New Spirit or Cocktail Ingredient presented by @lyresspiritco⁠ Best Cocktail & Spirits Writing presented by @tales_of_the_cocktail⁠ Best Cocktail & Spirits Publication presented by @tales_of_the_cocktail⁠ Best Broadcast, Podcast, or Online Video Series presented by @tales_of_the_cocktail⁠ Best New Cocktail or Bartending Book presented by @tales_of_the_cocktail⁠ Best New Book on Drinks Culture, History, or Spirits presented by @tales_of_the_cocktail⁠ ⁠ Follow the link in bio to learn more about this year’s finalists!⁠ ⁠ Special thanks to @Forbes, our 2023 Spirited Awards Official Media Partner.⁠ ⁠ #2023SpiritedAwards #SA2023 #SpiritedAwards #2023SATop10 fooBar fooBar #fooBar2023 fooBar",548,17965.0,10,0.0,Insta Organic
2023-06-21,"Have you heard the news? We just announced our 2023 Spirited Awards Top 4 Finalists! Be a part of the celebration by purchasing your tickets to the 17th Annual Spirited Awards Ceremony now!⁠ ⁠ The 17th Annual Spirited Awards Ceremony will take place Thursday, July 27 during fooBar 2023 at The Fillmore New Orleans. This year, we have 3 available ticket options:⁠ ⁠ Table Seating Tickets⁠ Theatre Seating Tickets⁠ Viewing Party Tickets⁠ ⁠ Learn more about the 17th Annual Spirited Awards tickets and purchase yours at the link in bio!⁠ ⁠ Special thanks to @Forbes, our 2023 Spirited Awards Official Media Partner.⁠ ⁠ #2023SpiritedAwards #SA2023 #SpiritedAwards fooBar fooBar #fooBar2023 fooBar",288,0.0,4,0.0,Insta Organic
2023-06-22,"Join us at La Gran Familia Café as we take over the Desire Oyster Bar at the Royal Sonesta Hotel for a 3-day immersive experience featuring 6 of the Best Bars in the U.S. – Serenata D.C., Pacific Cocktail Haven SF, Nickel City TX, Katana Kitten NYC, Lillistar NYC, and Double Chicken Please NYC. Each day, two bars will collaborate under one roof to bring to life their own interpretation of the Café, serving up an array of cocktails and surprises along the way.⁠ ⁠ #lagranfamilia #lagranfamiliacafe⁠ ⁠ @lagranfamilia1862 | @serenatadc | @doublechickenpleasenyc | @barlabhospitality | @nickelcitybar | @katanakitten_NYC | @pch_sf | @dramawise",720,14226.0,21,0.0,Insta Organic
2023-06-23,"We're teaming up with @visit_singapore to showcase 4 Singapore bars at fooBar 2023! Find an all-day space that embraces everyone in the neighborhood at @nosleepclubsg! ⁠ ⁠ No Sleep Club started as a 4-seat bar and is now a full-service restaurant, coffee shop, and bar open all day long! Experience unforgettable cocktails blended with modern techniques in a laid-back atmosphere. ⁠ ⁠ Learn more about No Sleep Club and its presence at fooBar at the link in bio!⁠ ⁠ #SingaporexTales #visitsingapore fooBar #fooBar2023 fooBar fooBar #STB2023",894,0.0,11,0.0,Insta Organic
2023-06-24,fooBar 2023 is almost here! And there’s still plenty of time to get your Day Passes starting at $45 for a Tasting Room Day Pass! Day passes gain you access to:⁠ ⁠ Specialty Tasting Rooms⁠ Unlimited Beverages⁠ Singapore Residency⁠ And Much More!⁠ ⁠ Learn about our day pass options and purchase tickets at the link in bio!⁠ ⁠ #fooBar2023 fooBar fooBar⁠,101,8241.0,2,0.0,Insta Organic
2023-06-26,"Congratulations to the 2023 Tales Catalyst Honorees: Anistatia Miller, International Catalyst Honoree and Tara Fougner, U.S. Catalyst Honoree! ⁠ ⁠ Join us as we celebrate these honorees with a cocktail and reception at the Tales Catalyst Luncheon on Friday, July 28. The luncheon will also celebrate leaders who have made unique and lasting contributions to accessibility and intersectionality within the global hospitality industry. ⁠ ⁠ Special thanks to our Catalyst Luncheon presenting sponsors @sevenfiftydaily and @21seeds and supporting sponsors @donqrum, @delola, @johnniewalker, and @lairdsapplejack⁠ and the Catalyst Luncheon Media Partner @proviordering. ⁠ ⁠ Learn more about the luncheon and purchase your tickets at the link in bio ⁠ ⁠ #2023TalesCatalysts #TalesCatalysts fooBar fooBar #fooBar2023 fooBar",355,11782.0,47,0.0,Insta Organic
2023-06-27,"Meet the owners, blenders, founders, distillers and makers of your favorite brands in one place at Meet the Distillers! ⁠ ⁠ Open to trade and consumers, Meet the Distillers closes fooBar’s host hotel events by taking over the entire meeting room space on the first floor of the Ritz-Carlton, New Orleans. Discover and enjoy new brands and products while meeting the minds behind it all! ⁠ ⁠ Learn more about the event and purchase your tickets at the in our bio⁠ ⁠ fooBar fooBar #fooBar2023 fooBar",49,4922.0,0,0.0,Insta Organic
